"discussion_id","topic"
7412," ""abortion"""
7418," ""abortion"""
7424," ""abortion"""
7442," ""evolution"""
7444," ""gay marriage"""
7449," ""abortion"""
7451," ""death penalty"""
7453," ""communism vs capitalism"""
7461," ""abortion"""
7469," ""evolution"""
7470," ""evolution"""
7472," ""gay marriage"""
7480," ""existence of God"""
7511," ""evolution"""
7526," ""existence of God"""
7530," ""evolution"""
7559," ""abortion"""
7568," ""gun control"""
7572," ""abortion"""
7573," ""abortion"""
7576," ""evolution"""
7582," ""abortion"""
7590," ""abortion"""
7594," ""gay marriage"""
7606," ""abortion"""
7613," ""abortion"""
7623," ""evolution"""
7625," ""evolution"""
7628," ""abortion"""
7630," ""evolution"""
7642," ""abortion"""
7644," ""evolution"""
7645," ""evolution"""
7646," ""evolution"""
7653," ""evolution"""
7661," ""evolution"""
7663," ""existence of God"""
7665," ""abortion"""
7673," ""abortion"""
7675," ""communism vs capitalism"""
7684," ""abortion"""
7686," ""abortion"""
7689," ""evolution"""
7705," ""abortion"""
7729," ""abortion"""
7733," ""abortion"""
7734," ""abortion"""
7738," ""abortion"""
7746," ""evolution"""
7752," ""existence of God"""
7756," ""gay marriage"""
7758," ""gay marriage"""
7768," ""abortion"""
7773," ""gay marriage"""
7777," ""evolution"""
7785," ""evolution"""
7807," ""gay marriage"""
7813," ""abortion"""
7814," ""gun control"""
7815," ""evolution"""
7830," ""evolution"""
7837," ""abortion"""
7842," ""evolution"""
7843," ""gay marriage"""
7848," ""abortion"""
7850," ""gun control"""
7854," ""abortion"""
7858," ""abortion"""
7863," ""evolution"""
7872," ""gun control"""
7881," ""evolution"""
7884," ""abortion"""
7892," ""healthcare"""
7893," ""abortion"""
7894," ""gun control"""
7901," ""evolution"""
7902," ""gay marriage"""
7905," ""gay marriage"""
7919," ""abortion"""
7920," ""gun control"""
7925," ""gun control"""
7926," ""abortion"""
7927," ""climate change"""
7931," ""abortion"""
7932," ""gay marriage"""
7933," ""abortion"""
7938," ""abortion"""
7954," ""evolution"""
7962," ""evolution"""
7972," ""evolution"""
7974," ""gay marriage"""
7976," ""abortion"""
8010," ""evolution"""
8011," ""abortion"""
8012," ""evolution"""
8017," ""gay marriage"""
8018," ""evolution"""
8027," ""gay marriage"""
8029," ""abortion"""
8032," ""evolution"""
8037," ""evolution"""
8052," ""marijuana legalization"""
8061," ""evolution"""
8069," ""communism vs capitalism"""
8076," ""evolution"""
8088," ""abortion"""
8089," ""gay marriage"""
8091," ""abortion"""
8095," ""abortion"""
8101," ""abortion"""
8104," ""gay marriage"""
8105," ""evolution"""
8109," ""death penalty"""
8111," ""evolution"""
8115," ""evolution"""
8121," ""evolution"""
8129," ""gay marriage"""
8130," ""abortion"""
8134," ""gay marriage"""
8148," ""abortion"""
8158," ""abortion"""
8159," ""abortion"""
8173," ""abortion"""
8174," ""abortion"""
8181," ""abortion"""
8189," ""abortion"""
8197," ""climate change"""
8198," ""evolution"""
8205," ""gay marriage"""
8206," ""abortion"""
8221," ""gay marriage"""
8224," ""evolution"""
8225," ""abortion"""
8236," ""evolution"""
8242," ""gay marriage"""
8245," ""gay marriage"""
8250," ""abortion"""
8251," ""evolution"""
8257," ""gay marriage"""
8261," ""gay marriage"""
8284," ""existence of God"""
8292," ""existence of God"""
8294," ""evolution"""
8303," ""gay marriage"""
8304," ""communism vs capitalism"""
8324," ""gay marriage"""
8330," ""evolution"""
8355," ""climate change"""
8362," ""evolution"""
8373," ""abortion"""
8375," ""evolution"""
8379," ""abortion"""
8388," ""gun control"""
8405," ""abortion"""
8415," ""abortion"""
8447," ""gay marriage"""
8448," ""gay marriage"""
8457," ""gun control"""
8458," ""gun control"""
8475," ""existence of God"""
8476," ""gay marriage"""
8477," ""gay marriage"""
8480," ""gun control"""
8504," ""abortion"""
8506," ""gay marriage"""
8509," ""abortion"""
8516," ""abortion"""
8517," ""gun control"""
8533," ""abortion"""
8542," ""abortion"""
8544," ""abortion"""
8550," ""gun control"""
8565," ""existence of God"""
8572," ""gay marriage"""
8573," ""gay marriage"""
8580," ""gay marriage"""
8587," ""evolution"""
8590," ""abortion"""
8592," ""existence of God"""
8602," ""gay marriage"""
8619," ""evolution"""
8620," ""gun control"""
8627," ""evolution"""
8629," ""evolution"""
8641," ""climate change"""
8648," ""existence of God"""
8657," ""abortion"""
8668," ""gay marriage"""
8671," ""abortion"""
8683," ""evolution"""
8685," ""gay marriage"""
8700," ""evolution"""
8701," ""abortion"""
8706," ""gun control"""
8710," ""abortion"""
8718," ""abortion"""
8725," ""abortion"""
8729," ""evolution"""
8733," ""abortion"""
8738," ""gun control"""
8744," ""evolution"""
8752," ""evolution"""
8753," ""evolution"""
8754," ""abortion"""
8757," ""abortion"""
8759," ""evolution"""
8769," ""evolution"""
8781," ""evolution"""
8782," ""evolution"""
8784," ""evolution"""
8788," ""gun control"""
8804," ""evolution"""
8809," ""evolution"""
8810," ""abortion"""
8816," ""evolution"""
8823," ""evolution"""
8829," ""abortion"""
8839," ""abortion"""
8844," ""evolution"""
8851," ""evolution"""
8857," ""gun control"""
8863," ""evolution"""
8869," ""evolution"""
8887," ""evolution"""
8890," ""climate change"""
8904," ""evolution"""
8910," ""evolution"""
8913," ""evolution"""
8918," ""evolution"""
8920," ""gun control"""
8922," ""gay marriage"""
8926," ""evolution"""
8930," ""abortion"""
8934," ""gay marriage"""
8948," ""existence of God"""
8953," ""evolution"""
8954," ""gay marriage"""
8956," ""abortion"""
8973," ""evolution"""
8974," ""gay marriage"""
8977," ""evolution"""
8978," ""evolution"""
9001," ""evolution"""
9002," ""evolution"""
9007," ""evolution"""
9010," ""gun control"""
9014," ""evolution"""
9018," ""evolution"""
9021," ""abortion"""
9030," ""evolution"""
9033," ""evolution"""
9034," ""evolution"""
9040," ""abortion"""
9045," ""abortion"""
9046," ""evolution"""
9054," ""evolution"""
9058," ""evolution"""
9064," ""evolution"""
9073," ""gun control"""
9083," ""evolution"""
9085," ""gay marriage"""
9096," ""abortion"""
9097," ""evolution"""
9108," ""gun control"""
9109," ""evolution"""
9110," ""climate change"""
9111," ""healthcare"""
9116," ""abortion"""
9128," ""gay marriage"""
9130," ""gun control"""
9148," ""abortion"""
9151," ""death penalty"""
9154," ""abortion"""
9157," ""abortion"""
9163," ""evolution"""
9165," ""gay marriage"""
9170," ""gun control"""
9171," ""gay marriage"""
9173," ""gay marriage"""
9192," ""abortion"""
9194," ""evolution"""
9196," ""gay marriage"""
9199," ""evolution"""
9201," ""abortion"""
9210," ""abortion"""
9211," ""abortion"""
9217," ""gay marriage"""
9222," ""gun control"""
9225," ""abortion"""
9226," ""gay marriage"""
9246," ""evolution"""
9247," ""gun control"""
9258," ""abortion"""
9271," ""gay marriage"""
9288," ""abortion"""
9303," ""communism vs capitalism"""
9304," ""gay marriage"""
9309," ""evolution"""
9310," ""gay marriage"""
9322," ""evolution"""
9324," ""abortion"""
9328," ""gay marriage"""
9335," ""abortion"""
9341," ""abortion"""
9344," ""gay marriage"""
9345," ""evolution"""
9352," ""climate change"""
9353," ""existence of God"""
9355," ""existence of God"""
9356," ""gay marriage"""
9357," ""evolution"""
9364," ""abortion"""
9372," ""death penalty"""
9376," ""existence of God"""
9377," ""gay marriage"""
9379," ""evolution"""
9382," ""gun control"""
9383," ""abortion"""
9391," ""abortion"""
9394," ""abortion"""
9398," ""abortion"""
9400," ""abortion"""
9401," ""evolution"""
9402," ""evolution"""
9414," ""gay marriage"""
9418," ""evolution"""
9424," ""abortion"""
9425," ""evolution"""
9426," ""evolution"""
9427," ""evolution"""
9432," ""gay marriage"""
9436," ""evolution"""
9437," ""abortion"""
9438," ""gun control"""
9444," ""evolution"""
9445," ""evolution"""
9447," ""evolution"""
9448," ""abortion"""
9449," ""evolution"""
9450," ""evolution"""
9451," ""gun control"""
9455," ""marijuana legalization"""
9463," ""climate change"""
9465," ""abortion"""
9467," ""evolution"""
9468," ""evolution"""
9469," ""gay marriage"""
9470," ""evolution"""
9471," ""evolution"""
9472," ""abortion"""
9473," ""evolution"""
9479," ""evolution"""
9481," ""climate change"""
9482," ""gun control"""
9483," ""gun control"""
9485," ""abortion"""
9489," ""evolution"""
9490," ""gun control"""
9491," ""abortion"""
9493," ""abortion"""
9506," ""abortion"""
9507," ""gay marriage"""
9509," ""evolution"""
9510," ""abortion"""
9511," ""abortion"""
9513," ""evolution"""
9519," ""evolution"""
9521," ""evolution"""
9523," ""evolution"""
9524," ""evolution"""
9525," ""climate change"""
9533," ""evolution"""
9535," ""evolution"""
9537," ""evolution"""
9538," ""evolution"""
9539," ""evolution"""
9547," ""evolution"""
9550," ""abortion"""
9551," ""evolution"""
9561," ""gay marriage"""
9562," ""evolution"""
9565," ""evolution"""
9569," ""evolution"""
9571," ""existence of God"""
9572," ""evolution"""
9573," ""gay marriage"""
9574," ""evolution"""
9575," ""evolution"""
9580," ""abortion"""
9581," ""abortion"""
9582," ""abortion"""
9583," ""abortion"""
9584," ""evolution"""
9588," ""abortion"""
9590," ""evolution"""
9594," ""evolution"""
9597," ""evolution"""
9598," ""evolution"""
9600," ""evolution"""
9603," ""evolution"""
9612," ""climate change"""
9613," ""evolution"""
9614," ""abortion"""
9615," ""evolution"""
9616," ""abortion"""
9624," ""evolution"""
9625," ""evolution"""
9630," ""evolution"""
9633," ""gay marriage"""
9634," ""gay marriage"""
9635," ""gun control"""
9637," ""existence of God"""
9639," ""evolution"""
9640," ""gun control"""
9649," ""evolution"""
9652," ""gay marriage"""
9654," ""abortion"""
9663," ""evolution"""
9666," ""existence of God"""
9669," ""gun control"""
9678," ""abortion"""
9681," ""evolution"""
9687," ""abortion"""
9694," ""abortion"""
9696," ""evolution"""
9697," ""gun control"""
9702," ""abortion"""
9705," ""abortion"""
9707," ""evolution"""
9709," ""abortion"""
9710," ""abortion"""
9718," ""evolution"""
9721," ""abortion"""
9725," ""climate change"""
9727," ""gun control"""
9728," ""gun control"""
9729," ""evolution"""
9730," ""gay marriage"""
9731," ""evolution"""
9733," ""evolution"""
9741," ""evolution"""
9742," ""abortion"""
9743," ""gun control"""
9744," ""gun control"""
9750," ""evolution"""
9754," ""abortion"""
9760," ""gay marriage"""
9763," ""evolution"""
9764," ""evolution"""
9766," ""gay marriage"""
9767," ""evolution"""
9769," ""evolution"""
9770," ""evolution"""
9773," ""gun control"""
9777," ""evolution"""
9779," ""existence of God"""
9781," ""evolution"""
9782," ""abortion"""
9790," ""existence of God"""
9804," ""gun control"""
9812," ""gay marriage"""
9813," ""abortion"""
9816," ""gay marriage"""
9819," ""gun control"""
9826," ""gay marriage"""
9834," ""evolution"""
9840," ""evolution"""
9851," ""gun control"""
9855," ""evolution"""
9859," ""climate change"""
9869," ""evolution"""
9870," ""evolution"""
9874," ""evolution"""
9875," ""abortion"""
9879," ""gun control"""
9895," ""evolution"""
9899," ""evolution"""
9900," ""abortion"""
9902," ""evolution"""
9903," ""existence of God"""
9907," ""evolution"""
9908," ""evolution"""
9915," ""evolution"""
9925," ""evolution"""
9926," ""abortion"""
9927," ""evolution"""
9930," ""evolution"""
9931," ""evolution"""
9935," ""evolution"""
9938," ""evolution"""
9941," ""abortion"""
9942," ""evolution"""
9943," ""abortion"""
9954," ""gay marriage"""
9955," ""gay marriage"""
9956," ""death penalty"""
9959," ""evolution"""
9963," ""evolution"""
9974," ""gay marriage"""
9977," ""gay marriage"""
9978," ""evolution"""
9979," ""abortion"""
9980," ""evolution"""
9981," ""abortion"""
9983," ""evolution"""
9985," ""abortion"""
9989," ""evolution"""
9991," ""evolution"""
9994," ""evolution"""
9995," ""death penalty"""
9997," ""climate change"""
10001," ""abortion"""
10006," ""abortion"""
10008," ""evolution"""
10009," ""gay marriage"""
10011," ""abortion"""
10012," ""evolution"""
10013," ""evolution"""
10020," ""evolution"""
10021," ""evolution"""
10023," ""evolution"""
10027," ""evolution"""
10031," ""evolution"""
10032," ""evolution"""
10033," ""abortion"""
10034," ""gay marriage"""
10039," ""abortion"""
10046," ""evolution"""
10053," ""evolution"""
10055," ""evolution"""
10057," ""evolution"""
10061," ""evolution"""
10064," ""gay marriage"""
10065," ""evolution"""
10068," ""evolution"""
10069," ""evolution"""
10071," ""evolution"""
10076," ""evolution"""
10078," ""evolution"""
10080," ""evolution"""
10083," ""evolution"""
10086," ""evolution"""
10087," ""evolution"""
10088," ""evolution"""
10094," ""existence of God"""
10097," ""evolution"""
10098," ""gay marriage"""
10106," ""gay marriage"""
10107," ""gay marriage"""
10116," ""abortion"""
10118," ""evolution"""
10119," ""evolution"""
10122," ""evolution"""
10123," ""evolution"""
10128," ""abortion"""
10129," ""abortion"""
10136," ""evolution"""
10141," ""existence of God"""
10143," ""evolution"""
10144," ""evolution"""
10147," ""evolution"""
10149," ""evolution"""
10163," ""gun control"""
10166," ""abortion"""
10174," ""existence of God"""
10182," ""evolution"""
10185," ""evolution"""
10193," ""abortion"""
10197," ""evolution"""
10215," ""gay marriage"""
10216," ""evolution"""
10217," ""abortion"""
10227," ""evolution"""
10228," ""gay marriage"""
10244," ""evolution"""
10246," ""existence of God"""
10249," ""existence of God"""
10250," ""evolution"""
10257," ""gay marriage"""
10258," ""evolution"""
10262," ""abortion"""
10270," ""existence of God"""
10271," ""evolution"""
10273," ""evolution"""
10274," ""evolution"""
10275," ""evolution"""
10279," ""evolution"""
10284," ""evolution"""
10287," ""evolution"""
10291," ""gay marriage"""
10293," ""abortion"""
10297," ""gay marriage"""
10298," ""evolution"""
10301," ""evolution"""
10309," ""evolution"""
10312," ""evolution"""
10313," ""gun control"""
10317," ""evolution"""
10320," ""abortion"""
10332," ""abortion"""
10333," ""evolution"""
10343," ""evolution"""
10348," ""evolution"""
10349," ""evolution"""
10352," ""evolution"""
10358," ""evolution"""
10359," ""evolution"""
10365," ""evolution"""
10369," ""existence of God"""
10371," ""evolution"""
10372," ""evolution"""
10376," ""evolution"""
10379," ""evolution"""
10383," ""evolution"""
10391," ""existence of God"""
10392," ""evolution"""
10401," ""evolution"""
10409," ""evolution"""
10414," ""evolution"""
10415," ""healthcare"""
10418," ""evolution"""
10421," ""evolution"""
10422," ""evolution"""
10423," ""evolution"""
10427," ""evolution"""
10429," ""evolution"""
10430," ""evolution"""
10431," ""evolution"""
10433," ""evolution"""
10437," ""existence of God"""
10438," ""evolution"""
10445," ""evolution"""
10447," ""existence of God"""
10449," ""evolution"""
10454," ""evolution"""
10457," ""abortion"""
10462," ""evolution"""
10463," ""evolution"""
10464," ""evolution"""
10468," ""evolution"""
10476," ""evolution"""
10489," ""gay marriage"""
10491," ""marijuana legalization"""
10497," ""climate change"""
10498," ""gay marriage"""
10500," ""evolution"""
10509," ""evolution"""
10510," ""evolution"""
10512," ""evolution"""
10514," ""healthcare"""
10540," ""gun control"""
10555," ""evolution"""
10570," ""evolution"""
10577," ""abortion"""
10578," ""existence of God"""
10582," ""evolution"""
10587," ""evolution"""
10594," ""evolution"""
10602," ""evolution"""
10631," ""gun control"""
10632," ""evolution"""
10642," ""gay marriage"""
10648," ""evolution"""
10649," ""existence of God"""
10651," ""evolution"""
10654," ""evolution"""
10656," ""evolution"""
10659," ""evolution"""
10677," ""abortion"""
10678," ""evolution"""
10685," ""abortion"""
10700," ""existence of God"""
10711," ""evolution"""
10712," ""gun control"""
10714," ""evolution"""
10720," ""gun control"""
10722," ""abortion"""
10725," ""gay marriage"""
10749," ""evolution"""
10751," ""gun control"""
10755," ""gay marriage"""
10767," ""gay marriage"""
10771," ""evolution"""
10772," ""evolution"""
10775," ""evolution"""
10782," ""gay marriage"""
10783," ""gun control"""
10784," ""gay marriage"""
10799," ""evolution"""
10806," ""abortion"""
10828," ""evolution"""
10837," ""abortion"""
10838," ""abortion"""
10841," ""abortion"""
10843," ""gun control"""
10846," ""climate change"""
10849," ""evolution"""
10857," ""gay marriage"""
10860," ""abortion"""
10863," ""evolution"""
10871," ""gun control"""
10876," ""gun control"""
10880," ""evolution"""
10881," ""evolution"""
10884," ""evolution"""
10886," ""gay marriage"""
10887," ""gun control"""
10896," ""gay marriage"""
10897," ""gay marriage"""
10898," ""evolution"""
10908," ""gun control"""
10914," ""evolution"""
10921," ""gun control"""
10925," ""evolution"""
10931," ""evolution"""
10933," ""gun control"""
10945," ""evolution"""
10947," ""evolution"""
10968," ""evolution"""
10971," ""existence of God"""
10980," ""evolution"""
10984," ""abortion"""
10993," ""gay marriage"""
10997," ""evolution"""
11003," ""evolution"""
11008," ""gun control"""
11031," ""gun control"""
11040," ""gun control"""
11041," ""existence of God"""
11048," ""evolution"""
11051," ""evolution"""
11052," ""evolution"""
11057," ""death penalty"""
11064," ""evolution"""
11069," ""communism vs capitalism"""
11071," ""abortion"""
11073," ""abortion"""
11075," ""gun control"""
11082," ""evolution"""
11086," ""gay marriage"""
11101," ""healthcare"""
11109," ""gun control"""
11117," ""existence of God"""
11119," ""gun control"""
11128," ""evolution"""
11134," ""gay marriage"""
11136," ""abortion"""
11143," ""abortion"""
11146," ""healthcare"""
11147," ""evolution"""
11149," ""abortion"""
11150," ""abortion"""
11154," ""evolution"""
11158," ""abortion"""
11164," ""evolution"""
11167," ""gun control"""
11168," ""abortion"""
11169," ""climate change"""
11170," ""evolution"""
11176," ""abortion"""
11178," ""abortion"""
11185," ""abortion"""
11190," ""evolution"""
11197," ""gun control"""
11201," ""marijuana legalization"""
11220," ""evolution"""
11221," ""gay marriage"""
11229," ""evolution"""
11234," ""abortion"""
11243," ""abortion"""
11262," ""gun control"""
11281," ""gay marriage"""
11282," ""gay marriage"""
11288," ""gay marriage"""
11289," ""gay marriage"""
11290," ""gay marriage"""
11293," ""abortion"""
11299," ""gay marriage"""
11308," ""gun control"""
11310," ""gay marriage"""
11311," ""evolution"""
11313," ""gun control"""
11316," ""evolution"""
11319," ""gun control"""
11327," ""evolution"""
11332," ""evolution"""
11360," ""gun control"""
11361," ""gun control"""
11362," ""gun control"""
11363," ""gun control"""
11366," ""gun control"""
11369," ""gun control"""
11370," ""gay marriage"""
11373," ""climate change"""
11381," ""gun control"""
11387," ""gun control"""
11393," ""gun control"""
11400," ""existence of God"""
11403," ""gun control"""
11404," ""existence of God"""
11407," ""gun control"""
11411," ""gun control"""
11419," ""evolution"""
11420," ""gun control"""
11426," ""gay marriage"""
11429," ""gun control"""
11430," ""gun control"""
11436," ""gun control"""
11438," ""evolution"""
11441," ""gun control"""
11443," ""evolution"""
11445," ""gun control"""
11446," ""gun control"""
11447," ""gun control"""
11450," ""communism vs capitalism"""
11454," ""gun control"""
11455," ""gun control"""
11458," ""gun control"""
11460," ""gun control"""
11464," ""gun control"""
11465," ""gun control"""
11467," ""evolution"""
11472," ""gun control"""
11473," ""gun control"""
11483," ""gun control"""
11487," ""gun control"""
11488," ""evolution"""
11489," ""evolution"""
11492," ""gun control"""
11502," ""gun control"""
11504," ""abortion"""
11507," ""evolution"""
11508," ""abortion"""
11516," ""gun control"""
11518," ""evolution"""
11523," ""abortion"""
11524," ""abortion"""
11528," ""existence of God"""
11529," ""evolution"""
11531," ""gun control"""
11532," ""evolution"""
11534," ""gay marriage"""
11543," ""evolution"""
11547," ""gun control"""
11556," ""gun control"""
11563," ""abortion"""
11568," ""gun control"""
11584," ""gun control"""
11585," ""gay marriage"""
11596," ""evolution"""
11606," ""climate change"""
11607," ""gun control"""
11617," ""gun control"""
11618," ""evolution"""
11632," ""gun control"""
11633," ""gun control"""
11638," ""gun control"""
11644," ""evolution"""
11645," ""gun control"""
11648," ""abortion"""
11650," ""gun control"""
11665," ""gun control"""
11667," ""gay marriage"""
11669," ""abortion"""
11674," ""gun control"""
11679," ""gun control"""
11684," ""gay marriage"""
11686," ""existence of God"""
11690," ""gun control"""
11699," ""gun control"""
11705," ""evolution"""
11709," ""gun control"""
11726," ""communism vs capitalism"""
11744," ""gun control"""
11746," ""gun control"""
11747," ""gun control"""
11753," ""abortion"""
11757," ""gun control"""
11759," ""gun control"""
11764," ""abortion"""
11774," ""gun control"""
11781," ""abortion"""
11784," ""gun control"""
11787," ""abortion"""
11794," ""communism vs capitalism"""
11801," ""abortion"""
11805," ""evolution"""
11809," ""gun control"""
11810," ""evolution"""
11819," ""communism vs capitalism"""
11833," ""existence of God"""
11835," ""gun control"""
11843," ""evolution"""
11855," ""gun control"""
11872," ""gay marriage"""
11876," ""communism vs capitalism"""
11879," ""evolution"""
11882," ""communism vs capitalism"""
11889," ""evolution"""
11896," ""gun control"""
11898," ""communism vs capitalism"""
11901," ""gay marriage"""
11906," ""gay marriage"""
11907," ""abortion"""
11914," ""gun control"""
11915," ""gun control"""
11917," ""gun control"""
11921," ""gun control"""
11931," ""gay marriage"""
11933," ""gun control"""
11942," ""climate change"""
11943," ""evolution"""
11951," ""gay marriage"""
11962," ""gay marriage"""
11964," ""gun control"""
11970," ""gun control"""
11984," ""abortion"""
11986," ""gay marriage"""
11991," ""gun control"""
11993," ""gun control"""
11999," ""gun control"""
12000," ""gun control"""
12001," ""abortion"""
12007," ""gun control"""
12008," ""gun control"""
12014," ""gun control"""
12016," ""gun control"""
12023," ""evolution"""
12025," ""evolution"""
12032," ""gun control"""
12041," ""evolution"""
12047," ""evolution"""
12048," ""evolution"""
12050," ""gun control"""
12051," ""gun control"""
12054," ""evolution"""
12055," ""evolution"""
12058," ""evolution"""
12060," ""evolution"""
12062," ""evolution"""
12063," ""evolution"""
12067," ""gay marriage"""
12071," ""gay marriage"""
12074," ""evolution"""
12075," ""gun control"""
12094," ""evolution"""
12095," ""abortion"""
12097," ""healthcare"""
12101," ""evolution"""
12106," ""gay marriage"""
12107," ""gun control"""
12109," ""gun control"""
12114," ""evolution"""
12116," ""gun control"""
12123," ""evolution"""
12132," ""gun control"""
12141," ""evolution"""
12152," ""healthcare"""
12154," ""gun control"""
12157," ""death penalty"""
12162," ""gun control"""
12166," ""existence of God"""
12168," ""climate change"""
12169," ""gun control"""
12172," ""abortion"""
12173," ""gun control"""
12174," ""evolution"""
12178," ""gun control"""
12180," ""gun control"""
12183," ""evolution"""
12191," ""evolution"""
12192," ""evolution"""
12193," ""evolution"""
12194," ""evolution"""
12195," ""evolution"""
12197," ""gun control"""
12199," ""gun control"""
12200," ""gun control"""
12202," ""evolution"""
12208," ""gun control"""
12211," ""abortion"""
12214," ""evolution"""
12218," ""evolution"""
12225," ""gun control"""
12229," ""gun control"""
12233," ""climate change"""
12236," ""evolution"""
12238," ""evolution"""
12239," ""evolution"""
12254," ""gun control"""
12257," ""evolution"""
12259," ""evolution"""
12260," ""evolution"""
12263," ""abortion"""
12264," ""gay marriage"""
12268," ""healthcare"""
12275," ""gun control"""
12279," ""evolution"""
12280," ""evolution"""
12284," ""evolution"""
12287," ""abortion"""
12288," ""evolution"""
12292," ""gun control"""
12293," ""abortion"""
12299," ""gun control"""
12305," ""gun control"""
12306," ""gay marriage"""
12310," ""climate change"""
12311," ""gun control"""
12313," ""gay marriage"""
12315," ""evolution"""
12319," ""abortion"""
12331," ""climate change"""
12335," ""evolution"""
12338," ""evolution"""
12339," ""evolution"""
12340," ""gun control"""
12342," ""abortion"""
12343," ""gun control"""
12347," ""gay marriage"""
12353," ""evolution"""
12354," ""gun control"""
12357," ""abortion"""
12367," ""gun control"""
12368," ""gun control"""
12375," ""gun control"""
12379," ""abortion"""
12381," ""communism vs capitalism"""
12389," ""gun control"""
12391," ""abortion"""
12394," ""gun control"""
12395," ""gun control"""
12397," ""abortion"""
12401," ""gun control"""
12409," ""abortion"""
12410," ""abortion"""
12412," ""gun control"""
12417," ""gay marriage"""
12420," ""abortion"""
12425," ""gun control"""
12427," ""abortion"""
12430," ""healthcare"""
12433," ""gun control"""
12435," ""gun control"""
12439," ""gay marriage"""
12444," ""healthcare"""
12446," ""gun control"""
12447," ""evolution"""
12448," ""gun control"""
12449," ""gun control"""
12453," ""gun control"""
12456," ""marijuana legalization"""
12459," ""gun control"""
12460," ""gun control"""
12464," ""abortion"""
12468," ""gun control"""
12473," ""evolution"""
12476," ""gun control"""
12485," ""evolution"""
12499," ""gun control"""
12500," ""gun control"""
12502," ""gay marriage"""
12507," ""abortion"""
12508," ""gay marriage"""
12517," ""gay marriage"""
12518," ""gun control"""
12520," ""gun control"""
12528," ""gay marriage"""
12530," ""gun control"""
12534," ""gay marriage"""
12536," ""healthcare"""
12538," ""gay marriage"""
12539," ""gay marriage"""
12541," ""gun control"""
12545," ""gun control"""
12547," ""abortion"""
12549," ""abortion"""
12550," ""abortion"""
12551," ""abortion"""
12552," ""gun control"""
12553," ""gun control"""
12554," ""gun control"""
12556," ""gun control"""
12558," ""gun control"""
12562," ""gay marriage"""
12564," ""abortion"""
12565," ""gun control"""
12567," ""abortion"""
12568," ""abortion"""
12573," ""gay marriage"""
12576," ""abortion"""
12581," ""evolution"""
12590," ""gun control"""
12591," ""abortion"""
12594," ""gun control"""
12601," ""gun control"""
12602," ""gun control"""
12603," ""gun control"""
12609," ""abortion"""
12611," ""gun control"""
12613," ""abortion"""
12615," ""gun control"""
12616," ""gun control"""
12623," ""gun control"""
12628," ""gun control"""
12630," ""evolution"""
12631," ""gun control"""
12635," ""abortion"""
12636," ""gun control"""
12637," ""gay marriage"""
12644," ""abortion"""
12650," ""abortion"""
12651," ""abortion"""
12652," ""communism vs capitalism"""
12655," ""gun control"""
12656," ""abortion"""
12659," ""gun control"""
12663," ""gun control"""
12664," ""abortion"""
12665," ""healthcare"""
12669," ""gay marriage"""
12670," ""evolution"""
12673," ""evolution"""
12674," ""gun control"""
12676," ""gun control"""
12679," ""abortion"""
12680," ""abortion"""
12683," ""gun control"""
12694," ""abortion"""
12695," ""gun control"""
12697," ""abortion"""
12699," ""abortion"""
12706," ""gun control"""
12707," ""abortion"""
12713," ""gun control"""
12718," ""gun control"""
12719," ""gun control"""
12720," ""gay marriage"""
12730," ""abortion"""
12731," ""evolution"""
12736," ""gun control"""
12738," ""gun control"""
12741," ""gun control"""
12743," ""gay marriage"""
12746," ""abortion"""
12764," ""gun control"""
12776," ""healthcare"""
12779," ""gay marriage"""
12781," ""gay marriage"""
12794," ""gay marriage"""
12798," ""healthcare"""
12800," ""abortion"""
12808," ""abortion"""
12809," ""healthcare"""
12811," ""abortion"""
12813," ""abortion"""
12815," ""death penalty"""
12816," ""gay marriage"""
12819," ""abortion"""
12823," ""abortion"""
12824," ""gun control"""
12825," ""gay marriage"""
12827," ""healthcare"""
12833," ""gun control"""
12835," ""gay marriage"""
12840," ""existence of God"""
12843," ""gun control"""
12847," ""abortion"""
12848," ""gun control"""
12854," ""gun control"""
12856," ""healthcare"""
12864," ""existence of God"""
12865," ""evolution"""
12878," ""gay marriage"""
12880," ""gun control"""
12890," ""healthcare"""
12891," ""gun control"""
12892," ""gun control"""
12894," ""gun control"""
12895," ""gun control"""
12896," ""gun control"""
12897," ""gun control"""
12898," ""healthcare"""
12902," ""gun control"""
12904," ""evolution"""
12905," ""gun control"""
12908," ""gun control"""
12909," ""gun control"""
12910," ""gun control"""
12912," ""gun control"""
12915," ""abortion"""
12918," ""gay marriage"""
12921," ""gun control"""
12932," ""gun control"""
12933," ""gun control"""
12935," ""gun control"""
12941," ""gun control"""
12943," ""gun control"""
12947," ""gay marriage"""
12948," ""gun control"""
12950," ""gun control"""
12959," ""gun control"""
12965," ""communism vs capitalism"""
12966," ""gun control"""
12979," ""abortion"""
12984," ""abortion"""
12985," ""healthcare"""
12992," ""existence of God"""
12993," ""abortion"""
12994," ""abortion"""
12999," ""gun control"""
13003," ""abortion"""
13005," ""gun control"""
13006," ""gun control"""
13007," ""healthcare"""
13009," ""gun control"""
13010," ""marijuana legalization"""
13013," ""gun control"""
13014," ""healthcare"""
13035," ""healthcare"""
13036," ""gun control"""
13039," ""gun control"""
13042," ""gun control"""
13044," ""gun control"""
13045," ""abortion"""
13053," ""gun control"""
13064," ""gun control"""
