topic,discussion_id,author,pro,anti,other
"gay marriage",6818,"zachvac",1,2,2
"gay marriage",6818,"Obvious Child",5,0,0
"gay marriage",6818,"tonybrown74",5,0,0
"gay marriage",6491,"caramelbeauty81",0,6,0
"gay marriage",6491,"JDet2005",5,0,1
"gay marriage",6491,"Bassman",2,4,0
"gay marriage",6491,"joebrummer",6,0,0
"gay marriage",6491,"Jaxian",6,0,0
"gay marriage",6491,"sxysilenttears",6,0,0
"gay marriage",6491,"Phantos",0,3,3
"gay marriage",6491,"cmitch06",2,4,0
"gay marriage",6491,"Symbiote",6,0,0
"gay marriage",6491,"Kronus",2,0,4
"gay marriage",6491,"tonybrown74",6,0,0
"gay marriage",6491,"Eddie",3,0,3
"gay marriage",6491,"Steeeeve",0,6,0
"gay marriage",6491,"Easyrider",0,6,0
"gay marriage",6491,"melsucceeds",6,0,0
"gay marriage",6491,"jitobear",5,0,1
"gay marriage",6491,"jyoshu",1,5,0
"gay marriage",6491,"Michele",5,0,1
"gay marriage",6491,"JakeCJB",6,0,0
"gay marriage",6491,"unkerpaulie",1,5,0
"gay marriage",6491,"emoreno2292",6,0,0
"gay marriage",6491,"Matthew S",6,0,0
"gay marriage",6491,"Dono",5,0,1
"gay marriage",1586,"dsadevil",5,0,0
"gay marriage",1586,"dreamweaver",1,0,4
"gay marriage",1586,"ROCC",0,5,0
"gay marriage",10291,"Ohioprof",2,4,5
"gay marriage",10291,"JSDKoeln",11,0,0
"gay marriage",10291,"jitobear",9,1,1
"gay marriage",10291,"chemist99a",10,0,1
"gay marriage",10291,"robbie0517",11,0,0
"gay marriage",10291,"EDO",3,7,1
"gay marriage",10291,"jyoshu",9,0,2
"gay marriage",10291,"Kronus",11,0,0
"gay marriage",10291,"samiinh",8,2,1
"gay marriage",10291,"Steeeeve",4,1,6
"gay marriage",10291,"davenport15",11,0,0
"gay marriage",10291,"GiantOreo",9,0,2
"gay marriage",10291,"Easyrider",3,8,0
"gay marriage",10291,"lesz",8,3,0
"gay marriage",10291,"thelmoose",7,0,4
"gay marriage",10291,"Kabukikmono",8,0,3
"gay marriage",10291,"Matthew S",10,1,0
"gay marriage",8447,"MrWriteLA",6,0,0
"gay marriage",8447,"Kronus",6,0,0
"gay marriage",8447,"gaetano",6,0,0
"gay marriage",8447,"Bassman",0,6,0
"gay marriage",8447,"robbie0517",6,0,0
"gay marriage",8447,"tonybrown74",6,0,0
"gay marriage",8447,"jitobear",3,1,2
"gay marriage",8447,"foundit66",5,0,1
"gay marriage",8447,"jyoshu",1,5,0
"gay marriage",8447,"BobNelson2",6,0,0
"gay marriage",8447,"Steeeeve",0,6,0
"gay marriage",8447,"georged",2,0,4
"gay marriage",8447,"Phyllis",0,6,0
"gay marriage",8447,"Matthew S",6,0,0
"gay marriage",8447,"JakeCJB",6,0,0
"gay marriage",6533,"Alan Ryan",4,2,0
"gay marriage",6533,"MrWriteLA",5,0,1
"gay marriage",6533,"Truthsayer",6,0,0
"gay marriage",6533,"Symbiote",6,0,0
"gay marriage",6533,"Kronus",6,0,0
"gay marriage",6533,"jitobear",5,1,0
"gay marriage",6533,"Bassman",0,6,0
"gay marriage",6533,"Michele",6,0,0
"gay marriage",6533,"Jaaaman",2,4,0
"gay marriage",6533,"Tastyfish",4,1,1
"gay marriage",6533,"jyoshu",1,5,0
"gay marriage",6533,"JakeCJB",6,0,0
"gay marriage",6533,"Phunting",4,2,0
"gay marriage",6533,"georged",6,0,0
"gay marriage",6533,"tonybrown74",6,0,0
"gay marriage",6533,"Steeeeve",0,6,0
"gay marriage",6533,"Easyrider",0,6,0
"gay marriage",6533,"emoreno2292",6,0,0
"gay marriage",6533,"Matthew S",6,0,0
"gay marriage",6533,"joebrummer",6,0,0
"gay marriage",4611,"Duo_Maxwell",5,0,1
"gay marriage",4611,"Master_Shake",5,1,0
"gay marriage",4611,"MrWriteLA",6,0,0
"gay marriage",4611,"sinjin",5,0,1
"gay marriage",4611,"Voice Of Reason",0,6,0
"gay marriage",4611,"jitobear",6,0,0
"gay marriage",4611,"wsm2506",4,2,0
"gay marriage",4611,"joebrummer",6,0,0
"gay marriage",4611,"gnojek",6,0,0
"gay marriage",4611,"jyoshu",2,4,0
"gay marriage",4611,"Black Phoenix",2,4,0
"gay marriage",4611,"Jaxian",6,0,0
"gay marriage",4611,"BobNelson2",5,1,0
"gay marriage",4611,"weasel fierce",5,0,1
"gay marriage",4611,"JustineCredible",6,0,0
"gay marriage",4611,"tonybrown74",6,0,0
"gay marriage",4611,"Mach",6,0,0
"gay marriage",7974,"MrWriteLA",7,0,0
"gay marriage",7974,"thelmoose",5,1,1
"gay marriage",7974,"Kronus",6,1,0
"gay marriage",7974,"jitobear",6,0,1
"gay marriage",7974,"Jo Bennett",0,0,7
"gay marriage",7974,"robbie0517",7,0,0
"gay marriage",7974,"Caprii",0,1,6
"gay marriage",7974,"foundit66",7,0,0
"gay marriage",7974,"jyoshu",1,5,1
"gay marriage",7974,"MTKnight",0,6,1
"gay marriage",7974,"BobNelson2",6,1,0
"gay marriage",7974,"unkerpaulie",0,3,4
"gay marriage",7974,"JustineCredible",4,0,3
"gay marriage",7974,"Matthew S",7,0,0
"gay marriage",9634,"obvious_child",4,1,2
"gay marriage",9634,"ShadowPikachu",6,1,0
"gay marriage",9634,"Another opinion",6,1,0
"gay marriage",9634,"jitobear",6,1,0
"gay marriage",9634,"Kronus",5,2,0
"gay marriage",9634,"Steeeeve",1,6,0
"gay marriage",9634,"Coyote",6,1,0
"gay marriage",9634,"Phyllis",2,4,1
"gay marriage",9634,"thelmoose",5,2,0
"gay marriage",9634,"Allen Vaughn",0,7,0
"gay marriage",9634,"gaetano",5,2,0
"gay marriage",9634,"smiley",6,1,0
"gay marriage",9634,"jyoshu",2,5,0
"gay marriage",9634,"JPSartre12",1,6,0
"gay marriage",9634,"gman",1,4,2
"gay marriage",9634,"samiinh",5,2,0
"gay marriage",9634,"bloodyheart",5,1,1
"gay marriage",9634,"jim's trucking",1,6,0
"gay marriage",9634,"MrWriteLA",6,1,0
"gay marriage",9634,"peteratwar",1,6,0
"gay marriage",9634,"JakeCJB",6,1,0
"gay marriage",9634,"Matthew S",6,1,0
"gay marriage",9634,"E Mutz",2,5,0
"gay marriage",4342,"Duo_Maxwell",8,1,0
"gay marriage",4342,"sinjin",8,1,0
"gay marriage",4342,"Jaaaman",1,8,0
"gay marriage",4342,"wsm2506",8,1,0
"gay marriage",4342,"joebrummer",8,1,0
"gay marriage",4342,"Tala Kismet",8,1,0
"gay marriage",4342,"jyoshu",0,9,0
"gay marriage",4342,"JakeCJB",9,0,0
"gay marriage",4342,"JPSartre12",3,6,0
"gay marriage",4342,"Jaxian",5,3,1
"gay marriage",4342,"BobNelson2",7,1,1
"gay marriage",4342,"zachvac",9,0,0
"gay marriage",4342,"Socialist",8,1,0
"gay marriage",10857,"Ohioprof",6,0,0
"gay marriage",10857,"Archangel",0,6,0
"gay marriage",10857,"Truthsayer",6,0,0
"gay marriage",10857,"Baron",2,3,1
"gay marriage",10857,"lesz",6,0,0
"gay marriage",10857,"ironcourage",1,5,0
"gay marriage",10857,"Kronus",4,2,0
"gay marriage",10857,"Big_Bear_Scot",5,0,1
"gay marriage",10857,"thelmoose",6,0,0
"gay marriage",10857,"JakeCJB",6,0,0
"gay marriage",10857,"chester",6,0,0
"gay marriage",10857,"jitobear",6,0,0
"gay marriage",10857,"MrWriteLA",5,1,0
"gay marriage",10857,"GiantOreo",5,0,1
"gay marriage",10857,"flygirl",6,0,0
"gay marriage",10857,"jim's trucking",1,2,3
"gay marriage",10857,"foundit66",5,1,0
"gay marriage",10857,"sinjin",5,1,0
"gay marriage",10857,"grizzly6626",1,5,0
"gay marriage",10857,"Iuris",2,1,3
"gay marriage",10857,"Penfold",5,1,0
"gay marriage",10857,"GazzaElliott",4,1,1
"gay marriage",10857,"Matthew S",6,0,0
"gay marriage",9573,"Master_Shake",2,3,0
"gay marriage",9573,"peteratwar",1,4,0
"gay marriage",9573,"obvious_child",3,0,2
"gay marriage",9573,"jitobear",5,0,0
"gay marriage",9573,"Shooterandproud",5,0,0
"gay marriage",9573,"handsomeman",4,0,1
"gay marriage",9573,"JakeCJB",3,0,2
"gay marriage",9573,"ShadowPikachu",5,0,0
"gay marriage",9573,"jyoshu",2,3,0
"gay marriage",9573,"starry_eyed131",4,1,0
"gay marriage",9573,"BlackEmperor",0,5,0
"gay marriage",9573,"Coyote",4,1,0
"gay marriage",9573,"jim's trucking",2,3,0
"gay marriage",9573,"Matthew S",5,0,0
"gay marriage",9573,"E Mutz",4,1,0
"gay marriage",9573,"huckleberry",0,2,3
"gay marriage",4539,"wsm2506",6,1,0
"gay marriage",4539,"joebrummer",7,0,0
"gay marriage",4539,"Jaxian",7,0,0
"gay marriage",4539,"Tastyfish",6,0,1
"gay marriage",4539,"Meldread",7,0,0
"gay marriage",4539,"JustineCredible",7,0,0
"gay marriage",4539,"StrategosFF",7,0,0
"gay marriage",4539,"Duo_Maxwell",7,0,0
"gay marriage",4539,"Dzeron",6,0,1
"gay marriage",4539,"tonybrown74",7,0,0
"gay marriage",4539,"Kaill",7,0,0
"gay marriage",4539,"Steeeeve",5,2,0
"gay marriage",4539,"JakeCJB",7,0,0
"gay marriage",4539,"jitobear",7,0,0
"gay marriage",4539,"jyoshu",1,6,0
"gay marriage",4539,"JPSartre12",2,5,0
"gay marriage",4539,"ddavejb",7,0,0
"gay marriage",4539,"BobNelson2",7,0,0
"gay marriage",4539,"Shaggydoo",0,7,0
"gay marriage",4539,"WhiteFalcon",5,1,1
"gay marriage",4539,"MrWriteLA",7,0,0
"gay marriage",4539,"sinjin",7,0,0
"gay marriage",4539,"mana'ia",1,3,3
"gay marriage",4539,"georged",5,0,2
"gay marriage",2228,"Ladywolf",5,1,0
"gay marriage",2228,"Waxy",3,1,2
"gay marriage",2228,"sundowner",3,1,2
"gay marriage",2228,"sinjin",4,0,2
"gay marriage",2228,"jitobear",5,1,0
"gay marriage",2228,"Kronus",4,1,1
"gay marriage",2228,"sglaine",2,4,0
"gay marriage",2228,"Big Orn",4,2,0
"gay marriage",2228,"Haulingboat",0,6,0
"gay marriage",2228,"Relient Halo",0,5,1
"gay marriage",2228,"Eddie",4,2,0
"gay marriage",2228,"Goturuge",6,0,0
"gay marriage",2228,"Phunting",6,0,0
"gay marriage",2228,"emoreno2292",5,1,0
"gay marriage",2228,"jim's trucking",1,4,1
"gay marriage",2228,"S2Zturn",0,6,0
"gay marriage",2228,"Nature's Cry",6,0,0
"gay marriage",4829,"Duo_Maxwell",6,0,0
"gay marriage",4829,"REMF Hunter",6,0,0
"gay marriage",4829,"Voice Of Reason",0,6,0
"gay marriage",4829,"Jo Bennett",5,1,0
"gay marriage",4829,"Nurglitch",6,0,0
"gay marriage",4829,"joebrummer",4,2,0
"gay marriage",4829,"jyoshu",1,5,0
"gay marriage",4829,"Jaxian",6,0,0
"gay marriage",4829,"BobNelson2",6,0,0
"gay marriage",4829,"wilted_laughter",5,0,1
"gay marriage",4829,"JustineCredible",6,0,0
"gay marriage",4829,"JakeCJB",4,2,0
"gay marriage",4829,"wsm2506",6,0,0
"gay marriage",4808,"Duo_Maxwell",7,0,0
"gay marriage",4808,"MrWriteLA",7,0,0
"gay marriage",4808,"sinjin",7,0,0
"gay marriage",4808,"chloe",1,2,4
"gay marriage",4808,"jitobear",7,0,0
"gay marriage",4808,"Jo Bennett",7,0,0
"gay marriage",4808,"wsm2506",7,0,0
"gay marriage",4808,"joebrummer",7,0,0
"gay marriage",4808,"Fishbulb",5,1,1
"gay marriage",4808,"gnojek",1,3,3
"gay marriage",4808,"jyoshu",1,6,0
"gay marriage",4808,"JPSartre12",0,7,0
"gay marriage",4808,"Jaxian",7,0,0
"gay marriage",4808,"BobNelson2",7,0,0
"gay marriage",4808,"tonybrown74",7,0,0
"gay marriage",4808,"Cone",1,5,1
"gay marriage",4808,"VTCruiser",0,7,0
"gay marriage",4808,"JustineCredible",7,0,0
"gay marriage",4808,"JakeCJB",7,0,0
"gay marriage",9816,"Ohioprof",5,0,0
"gay marriage",9816,"thelmoose",3,0,2
"gay marriage",9816,"peteratwar",0,5,0
"gay marriage",9816,"jitobear",3,1,1
"gay marriage",9816,"Kronus",4,0,1
"gay marriage",9816,"AntDogg",4,0,1
"gay marriage",9816,"jyoshu",3,2,0
"gay marriage",9816,"E Mutz",1,3,1
"gay marriage",9816,"Zardoz",5,0,0
"gay marriage",9816,"samiinh",5,0,0
"gay marriage",9816,"Steeeeve",0,4,1
"gay marriage",9816,"davenport15",5,0,0
"gay marriage",9816,"jim's trucking",1,4,0
"gay marriage",9816,"Matthew S",5,0,0
"gay marriage",9816,"JakeCJB",5,0,0
"gay marriage",5062,"Duo_Maxwell",5,0,0
"gay marriage",5062,"MrWriteLA",0,0,5
"gay marriage",5062,"gamehuis",2,0,3
"gay marriage",5062,"Belial51",4,0,1
"gay marriage",5062,"wilted_laughter",5,0,0
"gay marriage",5062,"joebrummer",5,0,0
"gay marriage",5062,"Jaaaman",0,5,0
"gay marriage",5062,"gnojek",5,0,0
"gay marriage",5062,"jyoshu",0,1,4
"gay marriage",5062,"BobNelson2",5,0,0
"gay marriage",5062,"aNaCaLaGoN",1,3,1
"gay marriage",5062,"VTCruiser",0,5,0
"gay marriage",5062,"zelma",0,4,1
"gay marriage",5062,"JustineCredible",5,0,0
"gay marriage",5062,"tonybrown74",3,0,2
"gay marriage",5062,"wsm2506",5,0,0
"gay marriage",7328,"Truthsayer",4,0,2
"gay marriage",7328,"joebrummer",5,0,1
"gay marriage",7328,"Maineiac",4,0,2
"gay marriage",7328,"simone",5,0,1
"gay marriage",7328,"unkerpaulie",2,4,0
"gay marriage",7328,"Monster",6,0,0
"gay marriage",7328,"Peeling",6,0,0
"gay marriage",7328,"Big_Bear_Scot",6,0,0
"gay marriage",7328,"Justawoman",4,0,2
"gay marriage",7328,"Adept",5,0,1
"gay marriage",7328,"beervolcano",6,0,0
"gay marriage",7328,"Waxy",5,0,1
"gay marriage",7328,"jitobear",6,0,0
"gay marriage",7328,"Jo Bennett",6,0,0
"gay marriage",7328,"epaphras_faith",4,2,0
"gay marriage",7328,"Easyrider",0,6,0
"gay marriage",7328,"doG",6,0,0
"gay marriage",7328,"jyoshu",0,2,4
"gay marriage",7328,"trebor",6,0,0
"gay marriage",7328,"jim's trucking",3,1,2
"gay marriage",7328,"Black Phoenix",1,4,1
"gay marriage",7328,"sinjin",2,0,4
"gay marriage",7328,"Matthew S",6,0,0
"gay marriage",7328,"jazyjason",1,5,0
"gay marriage",7328,"Orion",6,0,0
"gay marriage",7328,"Dr_Sprocket",6,0,0
"gay marriage",7328,"Obvious Child",5,0,1
"gay marriage",10993,"foundit66",5,0,0
"gay marriage",10993,"jitobear",5,0,0
"gay marriage",10993,"Kronus",4,1,0
"gay marriage",10993,"stariennight",5,0,0
"gay marriage",10993,"jazyjason",5,0,0
"gay marriage",10993,"jyoshu",4,0,1
"gay marriage",10993,"DrNo",5,0,0
"gay marriage",10993,"flygirl",4,0,1
"gay marriage",10993,"jim's trucking",5,0,0
"gay marriage",10993,"Existantia",4,0,1
"gay marriage",3021,"Duo_Maxwell",14,1,0
"gay marriage",3021,"Ladywolf",13,1,1
"gay marriage",3021,"sinjin",3,7,5
"gay marriage",3021,"pnac=ww3",9,3,3
"gay marriage",3021,"Waxy",5,5,5
"gay marriage",3021,"marc9000",4,10,1
"gay marriage",3021,"joebrummer",13,2,0
"gay marriage",3021,"Jaaaman",1,14,0
"gay marriage",3021,"Anastasia",11,2,2
"gay marriage",3021,"Rick",5,4,6
"gay marriage",3021,"Bush Is The Man",2,12,1
"gay marriage",3021,"JustineCredible",13,2,0
"gay marriage",41,"Ladywolf",0,0,5
"gay marriage",41,"mazet",5,0,0
"gay marriage",41,"wsm2506",4,0,1
"gay marriage",41,"joebrummer",5,0,0
"gay marriage",41,"STAMFIELD",5,0,0
"gay marriage",41,"gomer",0,5,0
"gay marriage",41,"Crim",2,0,3
"gay marriage",41,"JustineCredible",5,0,0
"gay marriage",41,"tomharrybill",0,5,0
"gay marriage",41,"Duo_Maxwell",4,1,0
"gay marriage",41,"Perry5",5,0,0
"gay marriage",41,"tiggeroo2005",0,5,0
"gay marriage",41,"Kronus",1,0,4
"gay marriage",41,"PAMELOT",4,0,1
"gay marriage",41,"Broker",0,0,5
"gay marriage",41,"Leo",5,0,0
"gay marriage",41,"Elijah",0,5,0
"gay marriage",41,"Habbit",1,4,0
"gay marriage",41,"JakeCJB",5,0,0
"gay marriage",41,"Mach",5,0,0
"gay marriage",41,"Morfos",5,0,0
"gay marriage",41,"enfant terrible",4,0,1
"gay marriage",41,"lucky_me",5,0,0
"gay marriage",41,"jitobear",2,0,3
"gay marriage",41,"kelvin90701",5,0,0
"gay marriage",41,"Cool Hand Dave",5,0,0
"gay marriage",41,"jyoshu",0,5,0
"gay marriage",41,"Burnout",0,0,5
"gay marriage",41,"Cartridge",4,0,1
"gay marriage",41,"sarablaze",5,0,0
"gay marriage",41,"SilentPoet",4,1,0
"gay marriage",41,"spevacek",5,0,0
"gay marriage",41,"Madison05",5,0,0
"gay marriage",41,"MrWriteLA",4,0,1
"gay marriage",41,"snakespit",1,0,4
"gay marriage",41,"Dzeron",5,0,0
"gay marriage",41,"admin",0,0,5
"gay marriage",41,"Richbee",1,2,2
"gay marriage",41,"Chai",4,0,1
"gay marriage",41,"Jonathan_Fox",3,0,2
"gay marriage",41,"college_girl",2,0,3
"gay marriage",41,"dsadevil",5,0,0
"gay marriage",41,"YingYang",5,0,0
"gay marriage",41,"thistownwilleat",0,0,5
"gay marriage",41,"DirtyNumbAngel",5,0,0
"gay marriage",41,"LovetheSouth",0,5,0
"gay marriage",41,"Calligirl",0,5,0
"gay marriage",41,"gilligan8503",5,0,0
"gay marriage",41,"ghettocracka",5,0,0
"gay marriage",9561,"foundit66",7,3,0
"gay marriage",9561,"jim's trucking",3,4,3
"gay marriage",9561,"obvious_child",5,2,3
"gay marriage",9561,"Kronus",8,1,1
"gay marriage",9561,"JimStPete",7,2,1
"gay marriage",9561,"joebrummer",9,0,1
"gay marriage",9561,"MrWriteLA",8,1,1
"gay marriage",9561,"jyoshu",2,8,0
"gay marriage",9561,"Tastyfish",4,3,3
"gay marriage",9561,"ShadowPikachu",5,3,2
"gay marriage",9561,"Easyrider",2,7,1
"gay marriage",9561,"Coyote",6,3,1
"gay marriage",9561,"thelmoose",6,4,0
"gay marriage",9561,"Matthew S",9,1,0
"gay marriage",4892,"Duo_Maxwell",6,0,0
"gay marriage",4892,"MrWriteLA",6,0,0
"gay marriage",4892,"gamehuis",5,1,0
"gay marriage",4892,"Voice Of Reason",2,4,0
"gay marriage",4892,"Crujir",2,4,0
"gay marriage",4892,"jitobear",6,0,0
"gay marriage",4892,"Jo Bennett",5,1,0
"gay marriage",4892,"wilted_laughter",6,0,0
"gay marriage",4892,"joebrummer",4,2,0
"gay marriage",4892,"Big_Bear_Scot",6,0,0
"gay marriage",4892,"Clive14",6,0,0
"gay marriage",4892,"jyoshu",2,4,0
"gay marriage",4892,"Irvine",6,0,0
"gay marriage",4892,"BobNelson2",6,0,0
"gay marriage",4892,"sinjin",6,0,0
"gay marriage",4892,"wsm2506",6,0,0
"gay marriage",4892,"lord tammerlain",3,0,3
"gay marriage",4892,"JustineCredible",6,0,0
"gay marriage",4892,"tonybrown74",5,0,1
"gay marriage",4892,"Eddie",4,1,1
"gay marriage",9955,"Ohioprof",6,0,0
"gay marriage",9955,"Archangel",0,6,0
"gay marriage",9955,"obvious_child",6,0,0
"gay marriage",9955,"JimStPete",5,1,0
"gay marriage",9955,"lesz",6,0,0
"gay marriage",9955,"ShadowPikachu",6,0,0
"gay marriage",9955,"robbie0517",6,0,0
"gay marriage",9955,"grammy",3,0,3
"gay marriage",9955,"Brigid",6,0,0
"gay marriage",9955,"JSDKoeln",6,0,0
"gay marriage",9955,"gaetano",6,0,0
"gay marriage",9955,"Kronus",5,0,1
"gay marriage",9955,"Big_Bear_Scot",6,0,0
"gay marriage",9955,"Foxtuba",6,0,0
"gay marriage",9955,"Bassman",1,4,1
"gay marriage",9955,"thelmoose",6,0,0
"gay marriage",9955,"JakeCJB",6,0,0
"gay marriage",9955,"jitobear",6,0,0
"gay marriage",9955,"Jo Bennett",4,1,1
"gay marriage",9955,"jyoshu",3,3,0
"gay marriage",9955,"samiinh",6,0,0
"gay marriage",9955,"GiantOreo",6,0,0
"gay marriage",9955,"chemist99a",4,0,2
"gay marriage",9955,"MrWriteLA",6,0,0
"gay marriage",9955,"Matthew S",6,0,0
"gay marriage",9955,"Jon0367",5,0,1
"gay marriage",5681,"Duo_Maxwell",5,0,0
"gay marriage",5681,"MrWriteLA",5,0,0
"gay marriage",5681,"Voice Of Reason",0,5,0
"gay marriage",5681,"Dzeron",1,2,2
"gay marriage",5681,"jitobear",5,0,0
"gay marriage",5681,"wsm2506",5,0,0
"gay marriage",5681,"joebrummer",4,1,0
"gay marriage",5681,"Jaaaman",0,5,0
"gay marriage",5681,"jyoshu",1,4,0
"gay marriage",5681,"JakeCJB",4,0,1
"gay marriage",5681,"Jaxian",4,0,1
"gay marriage",5681,"gnojek",5,0,0
"gay marriage",5681,"Nurglitch",0,1,4
"gay marriage",5681,"JustineCredible",5,0,0
"gay marriage",5681,"tonybrown74",4,1,0
"gay marriage",409,"enfant terrible",9,0,0
"gay marriage",409,"Debater",0,9,0
"gay marriage",409,"katie5890",9,0,0
"gay marriage",409,"gilligan8503",9,0,0
"gay marriage",409,"sundowner",9,0,0
"gay marriage",409,"DMG2FUN",0,9,0
"gay marriage",409,"Jonathan_Fox",9,0,0
"gay marriage",409,"tuesdeb",9,0,0
"gay marriage",409,"mizmaxx",6,1,2
"gay marriage",409,"dsadevil",9,0,0
"gay marriage",409,"ApathySam",9,0,0
"gay marriage",409,"montalban",9,0,0
"gay marriage",409,"Adrenalin30",1,8,0
"gay marriage",409,"bud095",9,0,0
"gay marriage",409,"witzelcheck",0,9,0
"gay marriage",409,"sarablaze",9,0,0
"gay marriage",409,"Boopee20",8,0,1
"gay marriage",409,"Charchuk",9,0,0
"gay marriage",409,"Striel",9,0,0
"gay marriage",2606,"Ladywolf",6,0,0
"gay marriage",2606,"Blue",6,0,0
"gay marriage",2606,"melsucceeds",6,0,0
"gay marriage",2606,"AMD4EVER",1,4,1
"gay marriage",2606,"Duo_Maxwell",6,0,0
"gay marriage",2606,"Kronus",6,0,0
"gay marriage",2606,"Ukrainian",0,6,0
"gay marriage",2606,"Eddie",0,0,6
"gay marriage",2606,"jerichoholic104",5,1,0
"gay marriage",2606,"PureLove",4,1,1
"gay marriage",2606,"Alucard",6,0,0
"gay marriage",2606,"JakeCJB",6,0,0
"gay marriage",2606,"Waxy",6,0,0
"gay marriage",2606,"Jaaaman",0,6,0
"gay marriage",2606,"Big Orn",0,0,6
"gay marriage",2606,"JPSartre12",0,5,1
"gay marriage",2606,"Anastasia",6,0,0
"gay marriage",2606,"Lainse",6,0,0
"gay marriage",2606,"Phunting",6,0,0
"gay marriage",2606,"Sigma",3,3,0
"gay marriage",2606,"mana'ia",0,6,0
"gay marriage",2606,"sinjin",6,0,0
"gay marriage",2606,"SilentPoet",4,1,1
"gay marriage",2606,"georged",6,0,0
"gay marriage",2606,"emoreno2292",6,0,0
"gay marriage",1310,"joebrummer",4,1,1
"gay marriage",1310,"romansten9",0,6,0
"gay marriage",1310,"mizmaxx",6,0,0
"gay marriage",1310,"AMD4EVER",1,5,0
"gay marriage",1310,"SparkleSocks22",6,0,0
"gay marriage",1310,"Hank",6,0,0
"gay marriage",1310,"Kronus",3,1,2
"gay marriage",1310,"tonybrown74",3,0,3
"gay marriage",1310,"dsadevil",5,0,1
"gay marriage",1310,"Steeeeve",0,5,1
"gay marriage",1310,"Boopee20",6,0,0
"gay marriage",1310,"JakeCJB",6,0,0
"gay marriage",1310,"Morfos",6,0,0
"gay marriage",1310,"sundowner",6,0,0
"gay marriage",1310,"Robbie",0,6,0
"gay marriage",1310,"jitobear",6,0,0
"gay marriage",1310,"zachvac",5,1,0
"gay marriage",1310,"doG",6,0,0
"gay marriage",1310,"Leviathan",4,2,0
"gay marriage",1310,"Goturuge",6,0,0
"gay marriage",1310,"bud095",6,0,0
"gay marriage",1310,"maco",6,0,0
"gay marriage",1310,"OccamsRazor",3,0,3
"gay marriage",1310,"mjames",2,1,3
"gay marriage",1310,"SilentPoet",6,0,0
"gay marriage",1310,"Pikeman85",6,0,0
"gay marriage",1310,"Girl Esq.",6,0,0
"gay marriage",1310,"Debate_Queen615",6,0,0
"gay marriage",1310,"scombridae1969",3,2,1
"gay marriage",1310,"emoreno2292",6,0,0
"gay marriage",1310,"Matthew S",5,1,0
"gay marriage",1310,"Traveler",0,6,0
"gay marriage",638,"afrsmile",3,0,3
"gay marriage",638,"wjim1269",6,0,0
"gay marriage",638,"SilentPoet",6,0,0
"gay marriage",638,"DMG2FUN",1,4,1
"gay marriage",638,"undercoverbro",3,2,1
"gay marriage",638,"DarKnight",6,0,0
"gay marriage",638,"Goturuge",5,0,1
"gay marriage",638,"Debate_Queen615",6,0,0
"gay marriage",638,"katie5890",6,0,0
"gay marriage",638,"Habbit",0,5,1
"gay marriage",638,"gilligan8503",6,0,0
"gay marriage",638,"Striel",1,5,0
"gay marriage",4219,"JustineCredible",9,0,0
"gay marriage",4219,"pnac=ww3",8,1,0
"gay marriage",4219,"jitobear",9,0,0
"gay marriage",4219,"wsm2506",8,0,1
"gay marriage",4219,"joebrummer",9,0,0
"gay marriage",4219,"epaphras_faith",4,5,0
"gay marriage",4219,"jyoshu",1,8,0
"gay marriage",4219,"Choscura",1,8,0
"gay marriage",4219,"Jaxian",9,0,0
"gay marriage",4219,"BobNelson2",8,1,0
"gay marriage",4219,"electricsheep",8,0,1
"gay marriage",4219,"Tigerlilly",9,0,0
"gay marriage",4219,"TheDingo8MyBaby",7,2,0
"gay marriage",4219,"JakeCJB",7,1,1
"gay marriage",3487,"Ladywolf",4,0,1
"gay marriage",3487,"Perry5",4,0,1
"gay marriage",3487,"MrWriteLA",3,1,1
"gay marriage",3487,"emclean",2,0,3
"gay marriage",3487,"zonkola",5,0,0
"gay marriage",3487,"wsm2506",5,0,0
"gay marriage",3487,"joebrummer",5,0,0
"gay marriage",3487,"Duo_Maxwell",1,1,3
"gay marriage",3487,"Jaaaman",0,5,0
"gay marriage",3487,"jyoshu",3,1,1
"gay marriage",3487,"JakeCJB",3,0,2
"gay marriage",3487,"college_girl",1,1,3
"gay marriage",3487,"Anastasia",5,0,0
"gay marriage",3487,"OccamsRazor",2,1,2
"gay marriage",3487,"JustineCredible",5,0,0
"gay marriage",3487,"spevacek",5,0,0
"gay marriage",3487,"Kamandi",3,0,2
"gay marriage",9812,"Ohioprof",9,0,0
"gay marriage",9812,"MrWriteLA",9,0,0
"gay marriage",9812,"peteratwar",2,6,1
"gay marriage",9812,"jitobear",9,0,0
"gay marriage",9812,"gaetano",9,0,0
"gay marriage",9812,"Archangel",3,6,0
"gay marriage",9812,"AntDogg",9,0,0
"gay marriage",9812,"samiinh",9,0,0
"gay marriage",9812,"pappillion001",9,0,0
"gay marriage",9812,"bandgeek615",9,0,0
"gay marriage",9812,"ShadowPikachu",9,0,0
"gay marriage",9812,"Moonlitface",0,9,0
"gay marriage",9812,"Matthew S",9,0,0
"gay marriage",5685,"Duo_Maxwell",3,0,2
"gay marriage",5685,"MrWriteLA",4,0,1
"gay marriage",5685,"Truthsayer",0,2,3
"gay marriage",5685,"Voice Of Reason",0,5,0
"gay marriage",5685,"Kronus",5,0,0
"gay marriage",5685,"jitobear",1,0,4
"gay marriage",5685,"Jo Bennett",2,0,3
