"key","discussion_id","worker_id","agreement","agreement_unsure","attack","attack_unsure","fact-feeling","fact-feeling_unsure","nicenasty","nicenasty_unsure","sarcasm"
"(619, 1)",472,"AMID7O126S33V",-5,False,-3,False,2,False,-4,False,"No"
"(619, 1)",472,"AP1HCIYDB0OTX",-3,False,-3,False,1,False,-2,False,"No"
"(548, 3)",6355,"ADN76VWLV3O5S",-3,False,5,False,0,False,4,False,"No"
"(548, 3)",6355,"A14NJ0E25UM25Q",-3,False,-1,False,-2,False,-1,False,"No"
"(548, 3)",6355,"A3NAZZEBINRI7Q",-2,False,2,False,-5,False,2,False,"Unsure"
"(548, 3)",6355,"A1UDQV4PUFYPKN",-3,False,-2,False,-2,False,-2,False,"No"
"(548, 3)",6355,"ACJES3V0DVUGY",-5,False,-2,False,-4,False,-2,False,"No"
"(548, 3)",6355,"A1AI8MC07M7UBZ",1,False,1,False,1,False,1,False,"Unsure"
"(770, 5)",9085,"ADN76VWLV3O5S",2,False,2,False,2,False,-1,False,"No"
"(770, 5)",9085,"AWGLY2Q18H4V4",0,True,2,False,3,False,3,False,"No"
"(770, 5)",9085,"A1JQS9AN8LEAKZ",2,False,2,False,-3,False,3,False,"Yes"
"(770, 5)",9085,"A3P7PPQA3EU1H3",1,False,-1,False,-1,False,1,False,"No"
"(770, 5)",9085,"A2FDXVWVI05XA4",0,False,0,False,0,False,0,False,"No"
"(955, 3)",12743,"AIY8WQZDKMD5C",-3,False,-3,False,-3,False,-3,False,"No"
"(955, 3)",12743,"A1B2KIB7DPC2PR",-1,False,0,True,2,False,2,False,"Unsure"
"(955, 3)",12743,"A3P7PPQA3EU1H3",3,False,1,False,1,False,1,False,"No"
"(955, 3)",12743,"A14NJ0E25UM25Q",0,True,0,True,0,True,0,True,"Unsure"
"(955, 3)",12743,"AMID7O126S33V",-1,False,1,False,1,False,0,True,"No"
"(1202, 0)",11524,"APF12QKRHG9VP",-5,False,5,False,5,False,5,False,"No"
"(1202, 0)",11524,"AR7TQDJ59O2KZ",-3,False,3,False,0,False,3,False,"No"
"(1202, 0)",11524,"AWCCY9UU171TO",2,False,2,False,3,False,2,False,"No"
"(1202, 0)",11524,"A3C9A382KUWMS0",-5,False,5,False,-5,False,5,False,"No"
"(1202, 0)",11524,"A36CP7G5OZY030",-5,False,5,False,5,False,5,False,"No"
"(338, 3)",13288,"A36CP7G5OZY030",5,False,5,False,5,False,5,False,"No"
"(338, 3)",13288,"A1BG4Z8AANP95N",3,False,3,False,2,False,2,False,"No"
"(338, 3)",13288,"A3P7PPQA3EU1H3",1,False,-1,False,-1,False,1,False,"No"
"(338, 3)",13288,"AMID7O126S33V",3,False,-5,False,-2,False,-5,False,"No"
"(338, 3)",13288,"A36CP7G5OZY030",-5,False,5,False,5,False,5,False,"No"
"(338, 3)",13288,"AGPRRX9GD0XJ4",4,False,3,False,3,False,4,False,"No"
"(267, 5)",8782,"A2HUSOVMMRJNNX",-5,False,2,False,2,False,-1,False,"No"
"(267, 5)",8782,"A7ZOVHE48L7RS",-2,False,0,True,0,False,2,False,"Unsure"
"(267, 5)",8782,"AMID7O126S33V",-3,False,-3,False,2,False,-1,False,"No"
"(267, 5)",8782,"A3P7PPQA3EU1H3",-1,False,-1,False,1,False,-1,False,"No"
"(267, 5)",8782,"A37XVHGR4ZSTSM",-5,False,-3,False,-2,False,-3,False,"No"
"(267, 5)",8782,"A14NJ0E25UM25Q",0,True,0,True,0,True,0,True,"Unsure"
"(585, 2)",10430,"A1MJ1QZRWBNMKD",-5,False,-2,False,5,False,-2,False,"No"
"(585, 2)",10430,"ATD61O9KSCA51",-5,False,-5,False,5,False,-5,False,"No"
"(585, 2)",10430,"A3DSRQ5CBK6G3U",2,False,2,False,2,False,2,False,"Yes"
"(585, 2)",10430,"A37XVHGR4ZSTSM",-5,False,-2,False,3,False,-2,False,"No"
"(585, 2)",10430,"AMID7O126S33V",-1,False,-1,False,2,False,0,True,"No"
"(1358, 3)",2421,"AV8SVCVP9V5BK",0,True,0,True,-3,False,3,False,"Yes"
"(1358, 3)",2421,"A2GG12OU3AO26N",0,True,2,False,3,False,2,False,"No"
"(1358, 3)",2421,"A2JOQX1C7BNKXC",-1,False,1,False,1,False,1,False,"No"
"(1358, 3)",2421,"A2MR259UZRESDS",0,True,0,True,0,True,0,True,"No"
"(1358, 3)",2421,"A1MXXMOT8PM158",0,True,-1,False,-5,False,0,False,"No"
"(1358, 3)",2421,"A31RKV21MUC3R0",-3,False,2,False,0,False,1,False,"No"
"(1358, 3)",2421,"AFC23NDG41MI5",-2,False,1,False,1,False,1,False,"No"
"(1294, 1)",2853,"A1B2KIB7DPC2PR",2,False,3,False,1,False,3,False,"Unsure"
"(1294, 1)",2853,"A3R5CALO6EH0ZR",-4,False,5,False,3,False,5,False,"No"
"(1294, 1)",2853,"A2VWJTNC4OKNI7",-2,False,2,False,4,False,-2,False,"No"
"(1294, 1)",2853,"AZ8RYHKONKOCB",0,True,0,True,0,True,0,True,"Unsure"
"(1294, 1)",2853,"AWCCY9UU171TO",2,False,3,False,2,False,2,False,"No"
"(1294, 1)",2853,"A37XVHGR4ZSTSM",-5,False,-3,False,-5,False,-5,False,"No"
"(1294, 1)",2853,"A1S291KFXPM33J",0,True,0,True,0,True,0,True,"Unsure"
"(699, 6)",13923,"A2VTDOJE2XP8TK",-2,False,2,False,3,False,3,False,"No"
"(699, 6)",13923,"A3F0OII70LQX09",-4,False,-1,False,1,False,0,False,"No"
"(921, 0)",10309,"A31O7P7Z650N7B",4,False,1,False,1,False,2,False,"No"
"(921, 0)",10309,"AMID7O126S33V",-1,False,2,False,1,False,1,False,"No"
"(921, 0)",10309,"A3C9A382KUWMS0",3,False,5,False,-5,False,5,False,"No"
"(921, 0)",10309,"A36CP7G5OZY030",5,False,5,False,5,False,5,False,"No"
"(921, 0)",10309,"A131WQMBSKKSIQ",0,False,5,False,2,False,5,False,"No"
"(1255, 5)",13437,"AV8SVCVP9V5BK",0,True,0,True,0,True,0,True,"Unsure"
"(1255, 5)",13437,"A31RKV21MUC3R0",-2,False,1,False,2,False,1,False,"No"
"(1255, 5)",13437,"A2VTDOJE2XP8TK",-2,False,3,False,4,False,4,False,"No"
"(1255, 5)",13437,"A37XVHGR4ZSTSM",-5,False,-5,False,-5,False,-5,False,"No"
"(1255, 5)",13437,"A1V2JY1MJ4P6CF",2,False,-1,False,-3,False,2,False,"No"
"(1353, 5)",1979,"ASX2NOUVA9CRH",-1,False,4,False,-2,False,4,False,"No"
"(1353, 5)",1979,"AFC23NDG41MI5",-3,False,-2,False,2,False,2,False,"No"
"(1353, 5)",1979,"A3F0OII70LQX09",2,False,1,False,1,False,1,False,"No"
"(1353, 5)",1979,"A1V2JY1MJ4P6CF",3,False,-2,False,-2,False,3,False,"No"
"(1353, 5)",1979,"A1PDWH50JFF6ZN",-5,False,0,False,0,False,0,False,"No"
"(489, 6)",7268,"AR7TQDJ59O2KZ",0,True,2,False,0,True,0,True,"Unsure"
"(489, 6)",7268,"A32LCM1ZARQLOG",2,False,2,False,-2,False,2,False,"No"
"(489, 6)",7268,"AMID7O126S33V",0,True,1,False,1,False,0,True,"No"
"(489, 6)",7268,"A3R5CALO6EH0ZR",0,False,5,False,2,False,4,False,"Unsure"
"(489, 6)",7268,"A3AH8UT0TCYMUG",2,False,1,False,-1,False,2,False,"No"
"(736, 1)",10445,"AWGLY2Q18H4V4",-5,False,3,False,3,False,3,False,"No"
"(736, 1)",10445,"A2Q3ZPCNE2EOAO",-5,False,-3,False,1,False,-3,False,"No"
"(736, 1)",10445,"AM7FYVGVOEP66",-3,False,-1,False,2,False,-1,False,"No"
"(736, 1)",10445,"A14NJ0E25UM25Q",-1,False,-2,False,2,False,-1,False,"No"
"(736, 1)",10445,"A3P7PPQA3EU1H3",-1,False,-1,False,1,False,1,False,"No"
"(1160, 0)",5312,"A2JOQX1C7BNKXC",-1,False,1,False,-2,False,2,False,"No"
"(1160, 0)",5312,"A3QYN6MOKS45C4",4,False,4,False,-3,False,2,False,"No"
"(1160, 0)",5312,"A2QTARMOEUQMF1",0,False,1,False,-4,False,1,False,"No"
"(903, 1)",14198,"A31O7P7Z650N7B",-5,False,-5,False,-5,False,-4,False,"No"
"(903, 1)",14198,"A1ED0UM8C63QX5",-4,False,-2,False,-4,False,-1,False,"Yes"
"(903, 1)",14198,"AMID7O126S33V",-3,False,-3,False,-2,False,-3,False,"No"
"(903, 1)",14198,"AKJ22H1NTVIQX",-3,False,-4,False,-2,False,0,False,"No"
"(903, 1)",14198,"A3P7PPQA3EU1H3",-2,False,-4,False,-3,False,-3,False,"No"
"(903, 1)",14198,"A1B2KIB7DPC2PR",-1,False,1,False,2,False,4,False,"Unsure"
"(1221, 6)",260,"A32LCM1ZARQLOG",-2,False,2,False,1,False,1,False,"No"
"(1221, 6)",260,"ACJSA944IAMN7",0,True,0,True,0,False,0,True,"Unsure"
"(1221, 6)",260,"AMID7O126S33V",-4,False,-4,False,-3,False,-3,False,"No"
"(1221, 6)",260,"A3P7PPQA3EU1H3",-1,False,3,False,1,False,1,False,"No"
"(1221, 6)",260,"A14NJ0E25UM25Q",0,True,0,True,0,True,0,True,"Unsure"
"(1221, 6)",260,"A1B2KIB7DPC2PR",2,False,2,False,2,False,3,False,"Unsure"
"(48, 3)",13819,"A32LCM1ZARQLOG",-3,False,-3,False,-3,False,-2,False,"Yes"
"(48, 3)",13819,"A1B2KIB7DPC2PR",-3,False,-1,False,-2,False,4,False,"No"
"(48, 3)",13819,"A3F0OII70LQX09",-3,False,-2,False,-4,False,0,False,"No"
"(48, 3)",13819,"A14NJ0E25UM25Q",0,True,0,True,0,True,0,True,"Unsure"
"(48, 3)",13819,"A2Q3ZPCNE2EOAO",-5,False,-5,False,-5,False,-5,False,"Yes"
"(1406, 2)",9194,"A2Q3ZPCNE2EOAO",-5,False,-3,False,5,False,-3,False,"No"
"(1406, 2)",9194,"A26H5AAWGPE63C",-5,False,3,False,3,False,-1,False,"No"
"(1406, 2)",9194,"A1Q1W6RIHG7TTJ",-2,False,-1,False,1,False,1,False,"No"
"(1406, 2)",9194,"A3F0OII70LQX09",-4,False,-2,False,2,False,-1,False,"No"
"(1406, 2)",9194,"A1S291KFXPM33J",-2,False,1,False,4,False,0,False,"No"
"(1406, 2)",9194,"A2FDXVWVI05XA4",-2,False,-2,False,1,False,0,False,"Unsure"
"(1406, 2)",9194,"A1LDS7FXQNGLEN",-3,False,0,True,2,False,0,True,"Unsure"
"(1335, 2)",4468,"A3L6PFU6DOR8AY",-2,False,3,False,2,False,0,True,"Yes"
"(1335, 2)",4468,"A3374C8G2EUNVO",-3,False,-2,False,-2,False,-1,False,"Yes"
"(1335, 2)",4468,"AMID7O126S33V",-1,False,1,False,2,False,0,False,"No"
"(1335, 2)",4468,"A3P7PPQA3EU1H3",-1,False,-1,False,1,False,0,False,"No"
"(1335, 2)",4468,"A37XVHGR4ZSTSM",-3,False,2,False,2,False,3,False,"No"
"(1335, 2)",4468,"A17IWKV4G3N25X",-3,False,4,False,0,False,4,False,"No"
"(471, 3)",9767,"A1BADZXRMPSPDC",0,False,4,False,-4,False,4,False,"No"
"(471, 3)",9767,"A2HB464NR4TS1K",-2,False,-2,False,-2,False,2,False,"No"
"(471, 3)",9767,"A11JQLNURYG164",0,False,-2,False,-5,False,-5,False,"No"
"(471, 3)",9767,"A1PMESD18H5NBR",2,False,3,False,-2,False,3,False,"No"
"(471, 3)",9767,"A36JZTUKQVV5S5",-5,False,3,False,-5,False,0,False,"No"
"(471, 3)",9767,"AMID7O126S33V",2,False,-3,False,-3,False,-1,False,"No"
"(533, 4)",8109,"ADN61KD2IA07T",-5,False,-1,False,5,False,-1,False,"No"
"(533, 4)",8109,"A3S0NNL81WJSEH",-5,False,-2,False,4,False,-1,False,"No"
"(533, 4)",8109,"AMID7O126S33V",-4,False,1,False,4,False,0,False,"No"
"(533, 4)",8109,"A3R5CALO6EH0ZR",-5,False,5,False,3,False,5,False,"No"
"(533, 4)",8109,"A37XVHGR4ZSTSM",-5,False,3,False,3,False,3,False,"No"
"(533, 4)",8109,"A3P7PPQA3EU1H3",-1,False,0,False,2,False,1,False,"No"
"(384, 5)",9493,"A1KCGUG131CEH4",0,True,5,False,0,True,5,False,"No"
"(384, 5)",9493,"A32LCM1ZARQLOG",-2,False,-2,False,-3,False,-2,False,"Yes"
"(384, 5)",9493,"A36CP7G5OZY030",5,False,-2,False,5,False,5,False,"No"
"(384, 5)",9493,"ADN61KD2IA07T",5,False,4,False,5,False,3,False,"Unsure"
"(384, 5)",9493,"A2HUSOVMMRJNNX",-2,False,3,False,3,False,3,False,"No"
"(718, 0)",10418,"A6Y7BLDK90Q19",-3,False,0,False,-3,False,0,False,"No"
"(718, 0)",10418,"ACJES3V0DVUGY",-2,False,-1,False,0,True,1,False,"No"
"(718, 0)",10418,"AMID7O126S33V",0,True,-1,False,0,True,0,True,"No"
"(718, 0)",10418,"A17IWKV4G3N25X",0,True,3,False,1,False,4,False,"No"
"(718, 0)",10418,"A3F0OII70LQX09",0,True,0,True,0,True,0,True,"Unsure"
"(718, 0)",10418,"A3P7PPQA3EU1H3",0,True,0,True,0,True,0,True,"Unsure"
"(101, 2)",5807,"A9I41O3MMMUDU",1,False,1,False,-2,False,1,False,"No"
"(101, 2)",5807,"AHOU3VA400IOT",-5,False,0,False,0,False,0,False,"Yes"
"(101, 2)",5807,"A2Q8BEVT25DPG3",-1,False,4,False,2,False,3,False,"No"
"(101, 2)",5807,"A14NJ0E25UM25Q",0,True,0,True,0,True,0,True,"Unsure"
"(101, 2)",5807,"A37XVHGR4ZSTSM",-4,False,2,False,-3,False,3,False,"No"
"(30, 6)",4656,"A1BADZXRMPSPDC",-3,False,0,False,-3,False,0,False,"Yes"
"(30, 6)",4656,"A2P3DCVI26JR3G",5,False,5,False,5,False,5,False,"No"
"(30, 6)",4656,"A12AICIWGAEUPU",-4,False,-4,False,4,False,-4,False,"No"
"(30, 6)",4656,"A1I8952MLVA6SL",-5,False,-3,False,-4,False,-2,False,"No"
"(30, 6)",4656,"A3FM3KWYVBBZ15",-3,False,-2,False,-3,False,0,True,"No"
"(30, 6)",4656,"A3C9A382KUWMS0",0,True,-1,False,-5,False,-1,False,"No"
"(1372, 5)",7785,"AWGLY2Q18H4V4",0,True,3,False,4,False,4,False,"No"
"(1372, 5)",7785,"AMID7O126S33V",1,False,1,False,2,False,0,True,"No"
"(1372, 5)",7785,"A14NJ0E25UM25Q",0,True,0,True,0,True,0,True,"Unsure"
"(1372, 5)",7785,"A2Q3ZPCNE2EOAO",5,False,5,False,3,False,5,False,"No"
"(1372, 5)",7785,"A3OT61DL0DY283",3,False,3,False,-2,True,2,False,"No"
"(508, 4)",8587,"A1KCGUG131CEH4",0,True,5,False,0,True,0,True,"Unsure"
"(508, 4)",8587,"A31O7P7Z650N7B",0,True,0,True,0,True,0,True,"Unsure"
"(508, 4)",8587,"A2JOQX1C7BNKXC",1,False,3,False,-1,False,2,False,"No"
"(508, 4)",8587,"A21AKIQ5VH41TA",0,True,0,True,0,True,0,True,"Unsure"
"(508, 4)",8587,"A16IXM9GAGHNCA",0,True,5,False,0,True,5,False,"No"
"(508, 4)",8587,"A2W6ZCUCWZO92C",1,False,2,False,2,False,4,False,"No"
"(437, 0)",1744,"A7X7G33CQJ1PP",2,False,2,False,1,False,2,False,"No"
"(437, 0)",1744,"A3DSRQ5CBK6G3U",0,True,0,False,0,False,0,False,"Unsure"
"(437, 0)",1744,"A1B2KIB7DPC2PR",-2,False,2,False,2,False,4,False,"No"
"(437, 0)",1744,"A3R5CALO6EH0ZR",4,False,5,False,1,False,5,False,"No"
"(437, 0)",1744,"A20HS06RD1TVTX",-4,False,4,False,-5,False,-1,False,"Yes"
"(437, 0)",1744,"A37XVHGR4ZSTSM",-4,False,3,False,4,False,2,False,"No"
"(1227, 5)",10317,"A3L6PFU6DOR8AY",0,False,1,True,4,False,1,True,"Unsure"
"(1227, 5)",10317,"A1Q1W6RIHG7TTJ",-5,False,2,False,5,False,2,False,"No"
"(1227, 5)",10317,"AMID7O126S33V",-4,False,-3,False,-2,False,-1,False,"No"
"(1227, 5)",10317,"A14NJ0E25UM25Q",0,True,0,True,0,True,0,True,"Unsure"
"(1227, 5)",10317,"A37XVHGR4ZSTSM",-5,False,3,False,3,False,2,False,"No"
"(1227, 5)",10317,"A1B2KIB7DPC2PR",2,False,-2,False,2,False,3,False,"Yes"
"(1116, 2)",1651,"A18JQFU6QCTI6G",0,True,1,False,0,True,1,False,"No"
"(1116, 2)",1651,"A6Y7BLDK90Q19",-1,False,0,False,0,False,0,False,"No"
"(1116, 2)",1651,"AC8BGOG45QWA2",-3,False,-2,False,-3,False,-3,False,"Yes"
"(1116, 2)",1651,"A2JOQX1C7BNKXC",0,False,1,False,-1,False,2,False,"No"
"(1116, 2)",1651,"ACPUTK2MNMYHB",0,True,0,False,0,False,0,True,"No"
"(1116, 2)",1651,"A2MR259UZRESDS",-4,False,3,False,-3,False,2,False,"No"
"(1116, 2)",1651,"A31RKV21MUC3R0",-3,False,2,False,2,False,2,False,"No"
"(252, 1)",12284,"A2HUSOVMMRJNNX",0,True,2,False,4,False,5,False,"No"
"(252, 1)",12284,"A2JOQX1C7BNKXC",1,False,1,False,1,False,1,False,"Unsure"
"(252, 1)",12284,"A6Y7BLDK90Q19",-1,False,0,False,0,False,0,False,"No"
"(252, 1)",12284,"A14NJ0E25UM25Q",0,True,0,True,0,True,0,True,"Unsure"
"(252, 1)",12284,"A36CP7G5OZY030",0,False,0,False,5,False,5,False,"No"
"(252, 1)",12284,"A3R5CALO6EH0ZR",3,False,5,False,3,False,5,False,"No"
"(1338, 4)",3462,"A32LCM1ZARQLOG",-2,False,1,False,-2,False,2,False,"No"
"(1338, 4)",3462,"AWGLY2Q18H4V4",0,True,1,False,3,False,1,False,"No"
"(1338, 4)",3462,"A2Z2CVOBYA74B0",-5,False,-5,False,-5,False,-5,False,"Yes"
"(1338, 4)",3462,"A14NJ0E25UM25Q",0,True,0,True,0,True,0,True,"Unsure"
"(1338, 4)",3462,"A36JZTUKQVV5S5",-1,False,3,False,-4,False,4,False,"No"
"(1338, 0)",1752,"A32LCM1ZARQLOG",-2,False,2,False,-2,False,-2,False,"No"
"(1338, 0)",1752,"AWGLY2Q18H4V4",-5,False,-1,False,3,False,-1,False,"No"
"(1338, 0)",1752,"A2Z2CVOBYA74B0",-5,False,-5,False,-5,False,-5,False,"Yes"
"(1338, 0)",1752,"A14NJ0E25UM25Q",0,True,0,True,0,True,0,True,"Unsure"
"(1338, 0)",1752,"A36JZTUKQVV5S5",-2,False,2,False,0,False,3,False,"No"
"(403, 1)",11467,"A3DSRQ5CBK6G3U",2,False,2,True,1,False,3,False,"Yes"
"(403, 1)",11467,"A19FRD1IDZ65FW",-3,False,2,False,5,False,2,False,"No"
"(403, 1)",11467,"A2MWAXV1YRK5GH",-2,False,-1,False,3,False,-1,False,"Yes"
"(403, 1)",11467,"A3P7PPQA3EU1H3",0,False,-1,False,0,True,1,False,"Unsure"
"(403, 1)",11467,"AMID7O126S33V",-1,False,1,False,5,False,0,False,"No"
"(650, 2)",12239,"AV8SVCVP9V5BK",4,False,5,False,2,False,-2,False,"Yes"
"(650, 2)",12239,"A2P8XDALGST5YT",-1,False,-3,False,3,False,-3,False,"Yes"
"(650, 2)",12239,"A1HAM6YI1YDUPY",-5,False,0,False,-5,False,-2,False,"No"
"(650, 2)",12239,"A2VTDOJE2XP8TK",-1,False,2,False,2,False,2,False,"No"
"(650, 2)",12239,"AFC23NDG41MI5",-3,False,-2,False,3,False,3,False,"No"
"(650, 2)",12239,"AWCCY9UU171TO",-2,False,-2,False,1,False,2,False,"No"
"(650, 2)",12239,"A8DZPG6LG0M3J",0,True,0,False,3,False,0,False,"No"
"(835, 2)",13395,"AIY8WQZDKMD5C",-2,False,-2,False,3,False,-2,False,"No"
"(835, 2)",13395,"A209T4ZL3NKV8H",0,False,0,False,0,False,1,False,"No"
"(835, 2)",13395,"AMID7O126S33V",-1,False,1,False,2,False,0,False,"No"
"(835, 2)",13395,"A3P7PPQA3EU1H3",-1,False,-1,False,1,False,1,False,"No"
"(835, 2)",13395,"A14NJ0E25UM25Q",0,True,0,True,0,True,0,True,"Unsure"
"(1082, 1)",390,"A3BVJL7P490DCS",2,False,1,False,1,False,1,False,"No"
"(1082, 1)",390,"A1AI8MC07M7UBZ",1,False,2,False,1,False,1,False,"No"
"(1082, 1)",390,"AMID7O126S33V",-2,False,1,False,-1,False,0,False,"No"
"(1082, 1)",390,"A3R5CALO6EH0ZR",2,False,5,False,4,False,5,False,"No"
"(1082, 1)",390,"A6Y7BLDK90Q19",-1,False,2,False,1,False,2,False,"No"
"(1082, 1)",390,"A36JZTUKQVV5S5",-3,False,3,False,-1,False,4,False,"No"
"(218, 0)",1752,"A2JOQX1C7BNKXC",-2,False,-2,False,3,False,1,False,"No"
"(218, 0)",1752,"A36JZTUKQVV5S5",0,False,4,False,3,False,3,False,"No"
"(218, 0)",1752,"A20HS06RD1TVTX",-2,False,2,False,-2,False,3,False,"No"
"(218, 0)",1752,"A3P7PPQA3EU1H3",-2,False,1,False,2,False,1,False,"No"
"(218, 0)",1752,"A3QU3KM3IYWHIF",-5,False,2,False,2,False,1,False,"No"
"(147, 4)",10094,"A2HUVJPLKGUKFQ",4,False,2,False,3,False,2,False,"No"
"(147, 4)",10094,"A3NCDEGFFO83KW",3,False,3,False,-3,False,3,False,"Unsure"
"(147, 4)",10094,"A3C9A382KUWMS0",0,True,5,False,-5,False,5,False,"No"
"(147, 4)",10094,"A3OTQF9XCTAS1A",0,True,5,False,-1,False,5,False,"No"
"(147, 4)",10094,"AMID7O126S33V",0,False,3,False,-3,False,1,False,"No"
"(147, 4)",10094,"A6QG9LM5WL0AQ",-5,False,2,False,-5,False,5,False,"No"
"(1135, 4)",12,"A2UV2P8JZV9UW1",-5,False,0,False,0,False,0,False,"Unsure"
"(1135, 4)",12,"AFC23NDG41MI5",-2,False,-2,False,2,False,2,False,"No"
"(1135, 4)",12,"AWCCY9UU171TO",-1,False,2,False,1,False,2,False,"No"
"(1135, 4)",12,"A1V2JY1MJ4P6CF",-2,False,1,False,-2,False,-2,False,"No"
"(15, 5)",4040,"A12AICIWGAEUPU",0,True,0,True,0,True,3,False,"Unsure"
"(15, 5)",4040,"A36CP7G5OZY030",5,False,5,False,5,False,5,False,"No"
"(15, 5)",4040,"A2Y05BZ2GQ6ZQA",0,True,4,False,0,True,5,False,"No"
"(15, 5)",4040,"A3H5Z4JEVFW7N",5,False,5,False,0,True,5,False,"No"
"(15, 5)",4040,"A3HXLUL1K5HRWM",0,False,1,False,0,False,0,False,"No"
"(1233, 4)",5417,"A2O9ZPGNNBSH00",0,True,0,True,0,True,0,True,"No"
"(1233, 4)",5417,"A14NJ0E25UM25Q",0,True,0,True,0,True,0,True,"Unsure"
"(1233, 4)",5417,"A3QU3KM3IYWHIF",0,False,4,False,5,False,5,False,"No"
"(1233, 4)",5417,"A1B2KIB7DPC2PR",1,False,2,False,2,False,2,False,"Unsure"
"(1233, 4)",5417,"A3P7PPQA3EU1H3",-2,False,1,False,0,True,1,False,"No"
"(369, 5)",2131,"AFDLE79DCTIPP",2,False,2,False,2,False,4,False,"Unsure"
"(369, 5)",2131,"A10DZFZLF4AFTK",0,False,-5,False,-5,False,0,False,"No"
"(369, 5)",2131,"AMID7O126S33V",-2,False,1,False,1,False,1,False,"No"
"(369, 5)",2131,"A37XVHGR4ZSTSM",-2,False,2,False,4,False,4,False,"No"
"(369, 5)",2131,"A3P7PPQA3EU1H3",-2,False,-2,False,4,False,-1,False,"No"
"(369, 5)",2131,"A3QU3KM3IYWHIF",-3,False,1,False,2,False,1,False,"No"
"(616, 2)",10712,"A3FM3KWYVBBZ15",-2,False,1,False,2,False,0,True,"No"
"(616, 2)",10712,"A1B2KIB7DPC2PR",-1,False,2,False,3,False,2,False,"Unsure"
"(616, 2)",10712,"A2Q3ZPCNE2EOAO",-5,False,3,False,5,False,3,False,"No"
"(616, 2)",10712,"A3QU3KM3IYWHIF",-5,False,3,False,5,False,3,False,"No"
"(616, 2)",10712,"A14NJ0E25UM25Q",0,True,0,True,0,True,0,True,"Unsure"
"(783, 0)",8032,"A1B2KIB7DPC2PR",3,False,2,False,3,False,2,False,"No"
"(783, 0)",8032,"A1RF70DSVAZVI6",-5,False,-1,False,3,False,-1,False,"Yes"
"(783, 0)",8032,"A31RKV21MUC3R0",-2,False,2,False,3,False,3,False,"No"
"(783, 0)",8032,"AFC23NDG41MI5",-3,False,-3,False,3,False,3,False,"No"
"(783, 0)",8032,"A1BS484S0O76YT",-3,False,-1,False,2,False,-1,False,"No"
"(1101, 5)",3733,"A1UDQV4PUFYPKN",-2,False,-1,False,-2,False,-2,False,"No"
"(1101, 5)",3733,"AMID7O126S33V",-2,False,-2,False,-3,False,-2,False,"No"
"(1101, 5)",3733,"A3R5CALO6EH0ZR",-4,False,5,False,4,False,5,False,"No"
"(1101, 5)",3733,"A1B2KIB7DPC2PR",1,False,2,False,3,False,3,False,"No"
"(1101, 5)",3733,"A2Z2CVOBYA74B0",-5,False,-5,False,0,False,-5,False,"Yes"
"(952, 4)",4531,"A3TZC3ZV88WTHZ",-2,False,2,False,-3,False,-1,False,"No"
"(952, 4)",4531,"ACJES3V0DVUGY",-5,False,1,False,0,False,2,False,"No"
"(952, 4)",4531,"AMID7O126S33V",-2,False,-1,False,2,False,0,False,"No"
"(952, 4)",4531,"A2Q3ZPCNE2EOAO",-5,False,-5,False,3,False,-2,False,"No"
"(952, 4)",4531,"A17IWKV4G3N25X",-2,False,3,False,0,False,3,False,"No"
"(952, 4)",4531,"A36JZTUKQVV5S5",-3,False,2,False,3,False,4,False,"No"
"(237, 6)",4816,"A3C9A382KUWMS0",-5,False,0,False,-5,False,0,False,"No"
"(237, 6)",4816,"A5379LUINT3PC",5,False,4,False,5,False,5,False,"No"
"(237, 6)",4816,"A36JZTUKQVV5S5",-4,False,-1,False,-3,False,3,False,"No"
"(237, 6)",4816,"A36CP7G5OZY030",-5,False,0,False,0,False,0,False,"No"
"(237, 6)",4816,"A209T4ZL3NKV8H",-5,False,-3,False,-3,False,0,False,"Yes"
"(237, 6)",4816,"A14NJ0E25UM25Q",0,True,0,True,0,True,0,True,"Unsure"
"(166, 2)",14165,"A30M7FEDD73MUG",-2,False,0,True,2,False,0,True,"Unsure"
"(166, 2)",14165,"AP1HCIYDB0OTX",-1,False,1,False,2,False,1,False,"No"
"(166, 2)",14165,"AMID7O126S33V",-2,False,0,False,3,False,0,True,"No"
"(166, 2)",14165,"A14NJ0E25UM25Q",0,True,0,True,0,True,0,True,"Unsure"
"(166, 2)",14165,"A37XVHGR4ZSTSM",-5,False,4,False,5,False,3,False,"No"
"(351, 2)",6811,"A3R467YDQ1C8VG",4,False,-4,False,-4,False,4,False,"No"
"(351, 2)",6811,"A28Y30ODXBJOMP",1,False,2,False,3,False,3,False,"No"
"(351, 2)",6811,"A6Y7BLDK90Q19",-1,False,0,False,-1,False,1,False,"No"
"(351, 2)",6811,"A14NJ0E25UM25Q",0,True,0,True,0,True,0,True,"Unsure"
"(351, 2)",6811,"A17IWKV4G3N25X",0,False,2,False,0,False,2,False,"No"
"(351, 2)",6811,"AMID7O126S33V",-2,False,-2,False,2,False,-1,False,"No"
"(264, 6)",3193,"A2FZM7ZDCLPMCF",1,False,2,False,2,False,2,False,"No"
"(264, 6)",3193,"A2HUSOVMMRJNNX",5,False,5,False,5,False,5,False,"No"
"(264, 6)",3193,"A3DSRQ5CBK6G3U",0,False,0,False,0,True,0,True,"Unsure"
