"key","discussion_id","worker_id","agree-disagree","defeater-undercutter","defeater-undercutter_unsure","negotiate-attack","negotiate-attack_unsure","personal-audience","personal-audience_unsure","questioning-asserting","questioning-asserting_unsure"
"(556, 3)",12025,"A14NJ0E25UM25Q","Disagree",2,False,-1,False,-3,False,-1,False
"(556, 3)",12025,"A2FZM7ZDCLPMCF","Agree","","","","","","","",""
"(556, 3)",12025,"A2X7DEIXAEG0TS","Disagree",3,False,-2,False,3,False,2,False
"(778, 5)",2413,"A6Y7BLDK90Q19","Agree","","","","","","","",""
"(778, 5)",2413,"AZ8RYHKONKOCB","Agree","","","","","","","",""
"(778, 5)",2413,"A10DZFZLF4AFTK","Agree","","","","","","","",""
"(778, 5)",2413,"AG9BUUONHFKSS","Agree","","","","","","","",""
"(778, 5)",2413,"A2WNW8A4MOR7T7","Disagree",-2,False,-1,False,-1,False,2,False
"(778, 5)",2413,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(963, 3)",3953,"A18JQFU6QCTI6G","Disagree",-3,False,4,False,5,False,-4,False
"(963, 3)",3953,"A1B2KIB7DPC2PR","Disagree",1,False,2,False,2,False,3,False
"(963, 3)",3953,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(963, 3)",3953,"A3F0OII70LQX09","Disagree",-3,False,0,False,-2,False,0,False
"(963, 3)",3953,"A6Y7BLDK90Q19","Agree","","","","","","","",""
"(1210, 0)",5677,"A1RF70DSVAZVI6","Disagree",-3,False,-1,False,2,False,-1,False
"(1210, 0)",5677,"A1B2KIB7DPC2PR","Disagree",2,False,-3,False,3,False,1,False
"(1210, 0)",5677,"A14NJ0E25UM25Q","Agree","","","","","","","",""
"(1210, 0)",5677,"A27DLL4E4JBOBA","Disagree",-3,False,-3,False,-3,False,-3,False
"(1210, 0)",5677,"A36JZTUKQVV5S5","Disagree",-5,False,-4,False,-5,False,4,False
"(346, 3)",3811,"AQMT9SLNOUZQI","Agree","","","","","","","",""
"(346, 3)",3811,"ASU4RK91D1I34","Disagree",-3,False,3,False,3,False,-3,False
"(346, 3)",3811,"A3BVJL7P490DCS","Agree","","","","","","","",""
"(346, 3)",3811,"A14WWG6NKBDWGP","Disagree",1,False,2,False,-1,False,1,False
"(346, 3)",3811,"A1PWQTJSY2SYMQ","Disagree",2,False,2,False,0,True,-2,False
"(346, 3)",3811,"A2FZM7ZDCLPMCF","Disagree",0,False,-1,False,0,False,0,False
"(275, 5)",10631,"A1FNEVG87BS5K0","Disagree",-1,False,1,False,-1,False,-1,False
"(275, 5)",10631,"A12AICIWGAEUPU","Agree","","","","","","","",""
"(275, 5)",10631,"A341LHR7178BUY","Agree","","","","","","","",""
"(275, 5)",10631,"ATY8RQ17JPXQD","Agree","","","","","","","",""
"(275, 5)",10631,"A301JS9I6MSBN1","Disagree",-2,False,2,False,1,False,2,False
"(275, 5)",10631,"A1A7QL3AOOQ4CS","Agree","","","","","","","",""
"(593, 2)",4057,"A1BG4Z8AANP95N","Disagree",-1,False,-1,False,1,False,3,False
"(593, 2)",4057,"A15NW37PL7GSPW","Disagree",0,False,-1,False,1,False,-1,False
"(593, 2)",4057,"A1X6CH8JEA1TX2","Disagree",-5,False,-5,False,5,False,5,False
"(593, 2)",4057,"A1BEOLWSEW3PCC","Agree","","","","","","","",""
"(593, 2)",4057,"A2WNW8A4MOR7T7","Disagree",-4,False,-2,False,1,False,4,False
"(593, 2)",4057,"A32LCM1ZARQLOG","Disagree",-1,False,-2,False,2,False,2,False
"(707, 6)",9379,"A3C9A382KUWMS0","Disagree",5,False,0,False,0,False,0,False
"(707, 6)",9379,"A3C9A382KUWMS0","Disagree",5,False,0,False,5,False,0,False
"(707, 6)",9379,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(707, 6)",9379,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(707, 6)",9379,"A17IWKV4G3N25X","Disagree",-5,False,-3,False,-5,False,1,False
"(929, 0)",4912,"A3MFIGR75YVD9R","Disagree",0,True,0,False,-3,False,-1,False
"(929, 0)",4912,"A2FHOQX90RA45G","Disagree",0,False,-5,False,-5,False,5,False
"(929, 0)",4912,"A1BS484S0O76YT","Disagree",-3,False,1,False,-4,False,4,False
"(929, 0)",4912,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(929, 0)",4912,"A37XVHGR4ZSTSM","Disagree",-3,False,-3,False,-4,False,3,False
"(929, 0)",4912,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(1096, 4)",13783,"A34X0770UBSQ9I","Agree","","","","","","","",""
"(1096, 4)",13783,"A2Q3ZPCNE2EOAO","Disagree",-5,False,5,False,2,False,-2,False
"(1096, 4)",13783,"A2WNW8A4MOR7T7","Agree","","","","","","","",""
"(1096, 4)",13783,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(1096, 4)",13783,"A14NJ0E25UM25Q","Agree","","","","","","","",""
"(1096, 4)",13783,"A6Y7BLDK90Q19","Agree","","","","","","","",""
"(1361, 5)",7282,"A2LV5QYHH24OMY","Disagree",4,False,-4,False,2,False,4,False
"(1361, 5)",7282,"A2FDXVWVI05XA4","Disagree",4,False,2,False,0,False,3,False
"(1361, 5)",7282,"A2MR259UZRESDS","Disagree",-4,False,-4,False,3,False,3,False
"(1361, 5)",7282,"A3374C8G2EUNVO","Disagree",-3,False,-2,False,-2,False,-2,False
"(1361, 5)",7282,"A1U00BDONXG17C","Agree","","","","","","","",""
"(497, 6)",13158,"AO2DDAYUZWE0R","Agree","","","","","","","",""
"(497, 6)",13158,"AQMT9SLNOUZQI","Agree","","","","","","","",""
"(497, 6)",13158,"A32LCM1ZARQLOG","Agree","","","","","","","",""
"(497, 6)",13158,"A3BVJL7P490DCS","Agree","","","","","","","",""
"(497, 6)",13158,"A1DP0E8X5TJ8KF","Disagree",0,False,-1,False,3,False,-3,False
"(497, 6)",13158,"A1BEOLWSEW3PCC","Agree","","","","","","","",""
"(744, 1)",5491,"A7ZOVHE48L7RS","Agree","","","","","","","",""
"(744, 1)",5491,"A3R5CALO6EH0ZR","Agree","","","","","","","",""
"(744, 1)",5491,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(744, 1)",5491,"A2O9ZPGNNBSH00","Agree","","","","","","","",""
"(744, 1)",5491,"A2WNW8A4MOR7T7","Agree","","","","","","","",""
"(744, 1)",5491,"A14NJ0E25UM25Q","Agree","","","","","","","",""
"(911, 1)",9955,"A6Y7BLDK90Q19","Agree","","","","","","","",""
"(911, 1)",9955,"AHOU3VA400IOT","Disagree",-5,False,-1,False,-3,False,2,False
"(911, 1)",9955,"A2VTDOJE2XP8TK","Disagree",1,False,1,False,-2,False,2,False
"(911, 1)",9955,"A31RKV21MUC3R0","Disagree",3,False,-2,False,-4,False,4,False
"(911, 1)",9955,"A2TSN533LXI6S4","Disagree",-4,False,4,False,-4,False,-4,False
"(1229, 6)",260,"AD77JDZ2H9ONW","Disagree",5,False,3,False,-5,False,0,False
"(1229, 6)",260,"AC8BGOG45QWA2","Agree","","","","","","","",""
"(1229, 6)",260,"A31O7P7Z650N7B","Agree","","","","","","","",""
"(1229, 6)",260,"A1B2KIB7DPC2PR","Disagree",-3,False,-5,False,1,False,3,False
"(1229, 6)",260,"A14NJ0E25UM25Q","Agree","","","","","","","",""
"(56, 3)",7480,"A2ICVZ7X9QYESA","Disagree",-5,False,-5,False,-5,False,5,False
"(56, 3)",7480,"A3OHIGNWU0SA3S","Disagree",2,False,-4,False,3,False,3,False
"(56, 3)",7480,"A1GTI3KSUGUVZ8","Disagree",0,False,-3,False,-1,False,4,False
"(56, 3)",7480,"A2M6B4T35HDKMZ","Agree","","","","","","","",""
"(56, 3)",7480,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(56, 3)",7480,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(1158, 2)",5022,"AC8BGOG45QWA2","Agree","","","","","","","",""
"(1158, 2)",5022,"A2MR259UZRESDS","Disagree",-4,False,-4,False,3,False,2,False
"(1158, 2)",5022,"A3374C8G2EUNVO","Agree","","","","","","","",""
"(1158, 2)",5022,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(1158, 2)",5022,"A37XVHGR4ZSTSM","Disagree",-3,False,-4,False,-2,False,3,False
"(1343, 2)",4337,"AD77JDZ2H9ONW","Disagree",-3,False,-4,False,0,False,4,False
"(1343, 2)",4337,"A3L6PFU6DOR8AY","Disagree",2,False,-1,False,1,False,-2,False
"(1343, 2)",4337,"A3H5DO420LSVLX","Disagree",4,False,1,False,1,False,0,False
"(1343, 2)",4337,"A37XVHGR4ZSTSM","Disagree",-5,False,4,False,3,False,-5,False
"(1343, 2)",4337,"AQK0T6L0RPBP3","Disagree",2,False,1,False,2,False,3,False
"(1343, 2)",4337,"A3HSFRJPM3E89Z","Disagree",2,False,-1,False,2,False,3,False
"(1343, 2)",4337,"ASX2NOUVA9CRH","Disagree",-2,False,3,False,3,False,3,False
"(479, 3)",1983,"A3O4XM3IGW1SR2","Agree","","","","","","","",""
"(479, 3)",1983,"AYS3A8M6MIIJI","Agree","","","","","","","",""
"(479, 3)",1983,"A2WNW8A4MOR7T7","Agree","","","","","","","",""
"(479, 3)",1983,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(479, 3)",1983,"A3F0OII70LQX09","Agree","","","","","","","",""
"(479, 3)",1983,"A2VC5HZF0SQUWP","Agree","","","","","","","",""
"(541, 4)",228,"A18JQFU6QCTI6G","Disagree",-4,False,-3,False,-4,False,3,False
"(541, 4)",228,"A37XVHGR4ZSTSM","Disagree",5,False,5,False,-5,False,5,False
"(541, 4)",228,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(541, 4)",228,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(541, 4)",228,"A2O9ZPGNNBSH00","Agree","","","","","","","",""
"(392, 5)",3487,"A3BVJL7P490DCS","Agree","","","","","","","",""
"(392, 5)",3487,"A371JRQWE47B1K","Disagree",2,False,4,False,-5,False,5,False
"(392, 5)",3487,"ALQI4JZ3CGX4P","Disagree",2,False,-4,False,2,False,3,False
"(392, 5)",3487,"A29GGSOI4YN32G","Disagree",2,False,2,False,-4,False,1,False
"(392, 5)",3487,"A1B2KIB7DPC2PR","Disagree",-1,False,-3,False,-1,False,2,False
"(392, 5)",3487,"A1BS484S0O76YT","Disagree",-4,False,-1,False,-5,False,3,False
"(726, 0)",12389,"A3R5CALO6EH0ZR","Agree","","","","","","","",""
"(726, 0)",12389,"A37XVHGR4ZSTSM","Agree","","","","","","","",""
"(726, 0)",12389,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(726, 0)",12389,"A3L9J8AER0FU3V","Agree","","","","","","","",""
"(726, 0)",12389,"A1BS484S0O76YT","Agree","","","","","","","",""
"(109, 2)",6961,"A1A5L6YTHHQ6LA","Disagree",-2,False,-1,False,0,False,2,False
"(109, 2)",6961,"AXVXK5E9WHO26","Disagree",-4,False,3,False,2,False,2,False
"(109, 2)",6961,"A2TSN533LXI6S4","Agree","","","","","","","",""
"(109, 2)",6961,"A3L9J8AER0FU3V","Agree","","","","","","","",""
"(109, 2)",6961,"A1BS484S0O76YT","Disagree",-3,False,-4,False,-5,False,4,False
"(38, 6)",1955,"A6KXUJACE7X31","Agree","","","","","","","",""
"(38, 6)",1955,"A9OTIKD8JY8RZ","Agree","","","","","","","",""
"(38, 6)",1955,"A1NBYKBMZYXYZL","Agree","","","","","","","",""
"(38, 6)",1955,"A2IFI1P3MA35AM","Agree","","","","","","","",""
"(38, 6)",1955,"A3IJI5VFWLI7DA","Agree","","","","","","","",""
"(1380, 5)",7623,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(1380, 5)",7623,"A2ZG6GDYEI4Q3K","Agree","","","","","","","",""
"(1380, 5)",7623,"A31RKV21MUC3R0","Disagree",3,False,-2,False,-1,False,4,False
"(1380, 5)",7623,"AZ8L0BT7XIALO","Disagree",-1,False,-3,False,-3,False,2,False
"(1380, 5)",7623,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(1380, 5)",7623,"A2FDXVWVI05XA4","Disagree",4,False,2,False,0,False,4,False
"(1380, 5)",7623,"A1RF70DSVAZVI6","Disagree",4,False,-2,False,1,False,5,False
"(260, 4)",5300,"AFDLE79DCTIPP","Agree","","","","","","","",""
"(260, 4)",5300,"A3DSRQ5CBK6G3U","Agree","","","","","","","",""
"(260, 4)",5300,"A1A7QL3AOOQ4CS","Agree","","","","","","","",""
"(260, 4)",5300,"A1V2JY1MJ4P6CF","Agree","","","","","","","",""
"(260, 4)",5300,"A1BS484S0O76YT","Disagree",-3,False,-2,False,-2,False,3,False
"(260, 4)",5300,"A1B2KIB7DPC2PR","Disagree",-3,False,-3,False,-2,False,-3,False
"(445, 0)",9345,"AGXQ6XNWLMVJI","Agree","","","","","","","",""
"(445, 0)",9345,"A3IJI5VFWLI7DA","Agree","","","","","","","",""
"(445, 0)",9345,"A1A7QL3AOOQ4CS","Agree","","","","","","","",""
"(445, 0)",9345,"A13ZLTV0I0UG4D","Disagree",-5,False,-3,False,-2,False,1,False
"(445, 0)",9345,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(1124, 2)",7108,"A2ZG6GDYEI4Q3K","Agree","","","","","","","",""
"(1124, 2)",7108,"AV8SVCVP9V5BK","Agree","","","","","","","",""
"(1124, 2)",7108,"A2P8XDALGST5YT","Agree","","","","","","","",""
"(1124, 2)",7108,"AS09R0W6UBAH0","Agree","","","","","","","",""
"(1124, 2)",7108,"A31RKV21MUC3R0","Disagree",3,False,-1,False,-3,False,3,False
"(1124, 2)",7108,"ACPUTK2MNMYHB","Disagree",1,False,-3,False,-2,False,2,False
"(4, 1)",2578,"A1LLHNQKFEXJB0","Agree","","","","","","","",""
"(4, 1)",2578,"A313UJHIIK55EO","Disagree",-4,False,4,False,-3,False,3,False
"(4, 1)",2578,"A3FM3KWYVBBZ15","Agree","","","","","","","",""
"(4, 1)",2578,"A2FZM7ZDCLPMCF","Agree","","","","","","","",""
"(4, 1)",2578,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(4, 1)",2578,"A32LCM1ZARQLOG","Agree","","","","","","","",""
"(1346, 4)",56,"A7ZOVHE48L7RS","Disagree",2,False,4,False,5,False,3,False
"(1346, 4)",56,"A6Y7BLDK90Q19","Agree","","","","","","","",""
"(1346, 4)",56,"A2PR1KFDC8Y3K3","Agree","","","","","","","",""
"(1346, 4)",56,"AC8BGOG45QWA2","Agree","","","","","","","",""
"(1346, 4)",56,"ASDKBXZBSJNZD","Agree","","","","","","","",""
"(1346, 4)",56,"ASX2NOUVA9CRH","Agree","","","","","","","",""
"(1346, 4)",56,"A37XVHGR4ZSTSM","Agree","","","","","","","",""
"(411, 1)",14,"A1H315JJUL7CWD","Agree","","","","","","","",""
"(411, 1)",14,"AQER7S3AS8X95","Agree","","","","","","","",""
"(411, 1)",14,"A5379LUINT3PC","Agree","","","","","","","",""
"(411, 1)",14,"A27ZGWA99Q60J7","Agree","","","","","","","",""
"(411, 1)",14,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(411, 1)",14,"A2O9ZPGNNBSH00","Agree","","","","","","","",""
"(658, 2)",14409,"A29GGSOI4YN32G","Disagree",-5,False,5,False,-5,False,5,False
"(658, 2)",14409,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(658, 2)",14409,"A37XVHGR4ZSTSM","Disagree",0,True,0,True,0,True,0,True
"(658, 2)",14409,"A6Y7BLDK90Q19","Agree","","","","","","","",""
"(658, 2)",14409,"A1BS484S0O76YT","Disagree",0,True,0,True,0,True,0,True
"(843, 2)",14248,"A1B2KIB7DPC2PR","Disagree",-5,False,-3,False,-3,False,-1,False
"(843, 2)",14248,"A1HBION4Y5FN4S","Agree","","","","","","","",""
"(843, 2)",14248,"A2P8XDALGST5YT","Disagree",2,False,3,False,3,False,3,False
"(843, 2)",14248,"A3GWM5WHCEPVQQ","Disagree",1,False,-1,False,-2,False,-2,False
"(1090, 1)",1744,"A5LG62BKISNDD","Disagree",-5,False,-4,False,-5,False,0,False
"(1090, 1)",1744,"A17Q2CTSOVDMOS","Disagree",1,False,-3,False,-4,False,-3,False
"(1090, 1)",1744,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(1090, 1)",1744,"A1BS484S0O76YT","Disagree",-5,False,4,False,-5,False,4,False
"(1090, 1)",1744,"A1B2KIB7DPC2PR","Disagree",-3,False,-4,False,-3,False,-1,False
"(1090, 1)",1744,"A14NJ0E25UM25Q","Agree","","","","","","","",""
"(226, 0)",2853,"A2HB464NR4TS1K","Disagree",3,False,3,False,3,False,3,False
"(226, 0)",2853,"A1ASQ1M7Y1USCD","Agree","","","","","","","",""
"(226, 0)",2853,"AZAB8BLHP2C3V","Agree","","","","","","","",""
"(226, 0)",2853,"A14NJ0E25UM25Q","Disagree",2,False,1,False,-3,False,2,False
"(226, 0)",2853,"A2TSN533LXI6S4","Disagree",3,False,3,False,-4,False,-4,False
"(155, 4)",3130,"A2M1E3VPRTM04R","Disagree",-2,False,-2,False,5,False,2,False
"(155, 4)",3130,"A1A4TGIIOT40C2","Disagree",5,False,5,False,-5,False,5,False
"(155, 4)",3130,"A1WP5QP1R1GT7B","Disagree",2,False,0,False,1,False,2,False
"(155, 4)",3130,"A3AH8UT0TCYMUG","Agree","","","","","","","",""
"(155, 4)",3130,"A3IJI5VFWLI7DA","Disagree",-5,False,-3,False,3,False,4,False
"(155, 4)",3130,"A1V2JY1MJ4P6CF","Disagree",-5,False,-5,False,5,False,5,False
"(1072, 1)",11757,"A2Q3ZPCNE2EOAO","Disagree",-5,False,-5,False,4,False,5,False
"(1072, 1)",11757,"A1U00BDONXG17C","Disagree",5,False,-5,False,-5,False,5,False
"(1072, 1)",11757,"A2MR259UZRESDS","Agree","","","","","","","",""
"(1072, 1)",11757,"A37XVHGR4ZSTSM","Disagree",-5,False,-4,False,-1,False,4,False
"(1072, 1)",11757,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(1143, 4)",3668,"AP1HCIYDB0OTX","Disagree",2,False,3,False,-4,False,-4,False
"(1143, 4)",3668,"A1ILI24TOFSQRG","Disagree",5,False,3,False,-4,False,5,False
"(1143, 4)",3668,"A31RKV21MUC3R0","Disagree",3,False,-3,False,-3,False,0,False
"(1143, 4)",3668,"A13ZLTV0I0UG4D","Disagree",-1,False,2,False,2,False,0,False
"(23, 5)",9379,"A2M6B4T35HDKMZ","Agree","","","","","","","",""
"(23, 5)",9379,"AMY4JRPO3LTCW","Disagree",-5,False,5,False,-5,False,0,False
"(23, 5)",9379,"A3R5CALO6EH0ZR","Disagree",-5,False,5,False,-5,False,4,False
"(23, 5)",9379,"A3FM3KWYVBBZ15","Disagree",-5,False,5,False,-5,False,2,False
"(23, 5)",9379,"A1B2KIB7DPC2PR","Disagree",2,False,-2,False,1,False,-3,False
"(23, 5)",9379,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(1241, 4)",8700,"A18JQFU6QCTI6G","Agree","","","","","","","",""
"(1241, 4)",8700,"AZ8RYHKONKOCB","Agree","","","","","","","",""
"(1241, 4)",8700,"A6Y7BLDK90Q19","Agree","","","","","","","",""
"(1241, 4)",8700,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(1241, 4)",8700,"A14NJ0E25UM25Q","Agree","","","","","","","",""
"(1241, 4)",8700,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(1149, 1)",14,"A1UDQV4PUFYPKN","Agree","","","","","","","",""
"(1149, 1)",14,"A17Q2CTSOVDMOS","Agree","","","","","","","",""
"(1149, 1)",14,"A11JA8LC2HGSTH","Agree","","","","","","","",""
"(1149, 1)",14,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(1149, 1)",14,"A6Y7BLDK90Q19","Agree","","","","","","","",""
"(377, 5)",13591,"A1BADZXRMPSPDC","Agree","","","","","","","",""
"(377, 5)",13591,"A1BG4Z8AANP95N","Agree","","","","","","","",""
"(377, 5)",13591,"A27D3956262F85","Disagree",1,False,2,False,1,False,-3,False
"(377, 5)",13591,"A3DSRQ5CBK6G3U","Agree","","","","","","","",""
"(377, 5)",13591,"A2FZM7ZDCLPMCF","Agree","","","","","","","",""
"(624, 2)",5964,"AFDLE79DCTIPP","Agree","","","","","","","",""
"(624, 2)",5964,"A1B2KIB7DPC2PR","Disagree",2,False,-4,False,2,False,-2,False
"(624, 2)",5964,"A14NJ0E25UM25Q","Agree","","","","","","","",""
"(624, 2)",5964,"A37XVHGR4ZSTSM","Disagree",-3,False,2,False,-2,False,-2,False
"(624, 2)",5964,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(1307, 3)",9754,"AP1HCIYDB0OTX","Disagree",-1,False,-1,False,-2,False,-1,False
"(1307, 3)",9754,"A2HUSOVMMRJNNX","Disagree",4,False,-3,False,3,False,3,False
"(1307, 3)",9754,"AV8SVCVP9V5BK","Agree","","","","","","","",""
"(1307, 3)",9754,"A2ZG6GDYEI4Q3K","Agree","","","","","","","",""
"(1307, 3)",9754,"AIY8WQZDKMD5C","Disagree",2,False,3,False,-5,False,4,False
"(1307, 3)",9754,"A2P8XDALGST5YT","Agree","","","","","","","",""
"(1307, 3)",9754,"A37XVHGR4ZSTSM","Agree","","","","","","","",""
"(791, 0)",12736,"AP1HCIYDB0OTX","Disagree",-1,False,-3,False,-2,False,2,False
"(791, 0)",12736,"A2P8XDALGST5YT","Agree","","","","","","","",""
"(791, 0)",12736,"A31RKV21MUC3R0","Disagree",3,False,-3,False,-3,False,-1,False
"(791, 0)",12736,"AZ8L0BT7XIALO","Disagree",2,False,-2,False,-1,False,2,False
"(791, 0)",12736,"A2FDXVWVI05XA4","Disagree",4,False,-3,False,0,False,4,False
"(791, 0)",12736,"AE7HUJETMTTTS","Agree","","","","","","","",""
"(791, 0)",12736,"A16IXM9GAGHNCA","Disagree",5,False,-5,False,-5,False,-5,False
"(1109, 5)",7850,"A31RKV21MUC3R0","Disagree",-1,False,0,False,-3,False,2,False
"(1109, 5)",7850,"A37XVHGR4ZSTSM","Disagree",5,False,-3,False,2,False,-5,False
"(1109, 5)",7850,"A2FDXVWVI05XA4","Disagree",-4,False,4,False,-2,False,0,False
"(1109, 5)",7850,"AE7HUJETMTTTS","Agree","","","","","","","",""
"(960, 4)",7573,"A3R5CALO6EH0ZR","Disagree",-4,False,-4,False,-1,False,5,False
"(960, 4)",7573,"ADN76VWLV3O5S","Disagree",3,False,-3,False,2,False,3,False
"(960, 4)",7573,"A6Y7BLDK90Q19","Agree","","","","","","","",""
"(960, 4)",7573,"A1B2KIB7DPC2PR","Disagree",2,False,-2,False,1,False,3,False
"(960, 4)",7573,"A14NJ0E25UM25Q","Agree","","","","","","","",""
"(960, 4)",7573,"A27DLL4E4JBOBA","Disagree",3,False,-4,False,-4,False,3,False
"(245, 6)",5447,"A3AI1EPDS8HAJ5","Agree","","","","","","","",""
"(245, 6)",5447,"A3IJI5VFWLI7DA","Agree","","","","","","","",""
"(245, 6)",5447,"A3L9J8AER0FU3V","Agree","","","","","","","",""
"(245, 6)",5447,"A3C9A382KUWMS0","Agree","","","","","","","",""
"(245, 6)",5447,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(245, 6)",5447,"A36JZTUKQVV5S5","Disagree",0,True,0,True,0,True,0,True
"(174, 2)",12259,"A12AICIWGAEUPU","Disagree",-4,False,0,True,-4,False,0,False
"(174, 2)",12259,"A3OHIGNWU0SA3S","Agree","","","","","","","",""
"(174, 2)",12259,"A214Z5K085SL0R","Disagree",0,False,0,False,0,False,-1,False
"(174, 2)",12259,"ASMGJWI7AZSHZ","Agree","","","","","","","",""
"(174, 2)",12259,"A1PLL1GKGQA2WJ","Agree","","","","","","","",""
"(174, 2)",12259,"A14WWG6NKBDWGP","Agree","","","","","","","",""
"(174, 2)",12259,"A1V2JY1MJ4P6CF","Disagree",5,False,-5,False,5,False,5,False
"(359, 2)",6533,"A3AH8UT0TCYMUG","Disagree",4,False,-4,False,-4,False,4,False
"(359, 2)",6533,"A3K7TNMH0BJL6C","Disagree",5,False,0,True,-5,False,5,False
"(359, 2)",6533,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(359, 2)",6533,"A1B2KIB7DPC2PR","Disagree",-2,False,-2,False,-3,False,-3,False
"(359, 2)",6533,"A2VC5HZF0SQUWP","Disagree",3,False,2,False,-4,False,5,False
"(359, 2)",6533,"A14NJ0E25UM25Q","Agree","","","","","","","",""
"(272, 6)",1977,"AOMQPLPIBDFJ5","Disagree",-2,False,1,False,2,False,-2,False
"(272, 6)",1977,"A10R6K9TNYU7WG","Disagree",-1,False,1,False,-3,False,-2,False
"(272, 6)",1977,"A9X4G4WPJ27D6","Disagree",5,False,3,False,2,False,0,False
"(272, 6)",1977,"A3BVJL7P490DCS","Agree","","","","","","","",""
"(272, 6)",1977,"A6Y7BLDK90Q19","Disagree",-4,False,0,False,1,False,0,False
"(272, 6)",1977,"A3DSRQ5CBK6G3U","Agree","","","","","","","",""
"(272, 6)",1977,"A2VM6SOXG3WAOF","Disagree",-3,False,4,False,2,False,3,False
"(606, 1)",2853,"A14NJ0E25UM25Q","Disagree",3,False,3,False,-5,False,5,False
"(606, 1)",2853,"A301JS9I6MSBN1","Disagree",2,False,-2,False,-1,False,2,False
"(606, 1)",2853,"A2SJC9VRBGNC58","Disagree",-5,False,0,False,0,False,5,False
"(606, 1)",2853,"A37XVHGR4ZSTSM","Disagree",-5,False,-2,False,-1,False,3,False
"(606, 1)",2853,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(1013, 1)",13846,"A32LCM1ZARQLOG","Disagree",2,False,2,False,-2,False,2,False
"(1013, 1)",13846,"A17Q2CTSOVDMOS","Disagree",3,False,3,False,-3,False,-4,False
"(1013, 1)",13846,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(1013, 1)",13846,"A14NJ0E25UM25Q","Agree","","","","","","","",""
"(1013, 1)",13846,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(1013, 1)",13846,"A6Y7BLDK90Q19","Disagree",0,False,1,False,-2,False,-2,False
"(1260, 6)",3338,"A2FHOQX90RA45G","Disagree",0,True,0,True,0,True,0,True
"(1260, 6)",3338,"A3L6PFU6DOR8AY","Disagree",0,True,0,True,0,True,0,True
"(1260, 6)",3338,"A24DDTJEOI32PG","Disagree",0,True,0,True,-2,False,-2,False
"(1260, 6)",3338,"A1B2KIB7DPC2PR","Disagree",0,True,0,True,0,True,0,True
"(1260, 6)",3338,"A14NJ0E25UM25Q","Agree","","","","","","","",""
"(140, 5)",3149,"A7ZOVHE48L7RS","Disagree",-3,False,-4,False,-4,False,-4,False
"(140, 5)",3149,"A1IMICF9ISISZN","Disagree",1,True,1,False,-5,False,-3,False
"(140, 5)",3149,"A10GCI84NSKYM","Disagree",-5,False,5,False,-5,False,5,False
"(140, 5)",3149,"AFDLE79DCTIPP","Agree","","","","","","","",""
"(140, 5)",3149,"A3FM3KWYVBBZ15","Disagree",-5,False,5,False,0,True,0,True
"(140, 5)",3149,"A1A7QL3AOOQ4CS","Agree","","","","","","","",""
"(510, 5)",9754,"AQER7S3AS8X95","Agree","","","","","","","",""
"(510, 5)",9754,"A1B2KIB7DPC2PR","Disagree",-1,False,2,False,-2,False,1,False
"(510, 5)",9754,"A14NJ0E25UM25Q","Agree","","","","","","","",""
"(510, 5)",9754,"A2VC5HZF0SQUWP","Disagree",3,False,3,False,-5,False,4,False
"(510, 5)",9754,"A36JZTUKQVV5S5","Disagree",-5,False,5,False,-5,False,-5,False
"(572, 0)",11746,"ATY8RQ17JPXQD","Agree","","","","","","","",""
