"discussion_id","key","resampled"
11373,"(62, 3)",True
13784,"(628, 2)",True
12674,"(583, 0)",True
10837,"(597, 6)",True
14424,"(523, 0)",True
1744,"(234, 2)",True
2992,"(809, 0)",True
4892,"(302, 5)",True
7,"(141, 4)",True
4080,"(830, 1)",True
5119,"(1235, 6)",True
8978,"(272, 2)",True
6910,"(19, 0)",True
7328,"(733, 0)",True
11117,"(72, 4)",True
2960,"(1153, 3)",True
11154,"(211, 0)",True
12389,"(527, 1)",True
12412,"(1399, 0)",True
11523,"(115, 2)",True
13439,"(1127, 3)",True
9574,"(1202, 6)",True
13327,"(709, 5)",True
6426,"(387, 0)",True
5268,"(1136, 2)",True
8782,"(797, 2)",True
5026,"(268, 2)",True
102,"(121, 6)",True
14079,"(1223, 4)",True
6110,"(1156, 3)",True
958,"(294, 6)",True
4338,"(426, 1)",True
8782,"(1132, 1)",True
1744,"(878, 1)",True
4920,"(269, 6)",True
8753,"(168, 3)",True
14,"(640, 1)",True
2853,"(970, 0)",True
1824,"(945, 4)",True
13288,"(601, 1)",True
3462,"(797, 5)",True
104,"(502, 1)",True
9994,"(1002, 1)",True
11524,"(465, 2)",True
7073,"(1228, 2)",True
3462,"(137, 4)",True
8292,"(826, 5)",True
12508,"(936, 4)",True
13784,"(1256, 1)",True
9509,"(936, 0)",True
13988,"(1006, 4)",True
10860,"(1107, 0)",True
10418,"(51, 2)",True
3462,"(466, 4)",True
3397,"(997, 6)",True
6296,"(12, 6)",True
6121,"(975, 0)",True
8587,"(764, 5)",True
12500,"(590, 3)",True
10968,"(615, 3)",True
760,"(1416, 2)",True
14057,"(1170, 0)",True
742,"(371, 4)",True
8587,"(1096, 3)",True
7109,"(613, 1)",True
8088,"(262, 5)",True
12994,"(130, 2)",True
10971,"(525, 4)",True
5469,"(930, 5)",True
11999,"(1227, 1)",True
10274,"(1126, 2)",True
4027,"(1339, 1)",True
2492,"(508, 2)",True
7404,"(101, 3)",True
7107,"(151, 2)",True
12041,"(77, 1)",True
11483,"(753, 6)",True
5406,"(1251, 0)",True
5312,"(1160, 0)",True
7480,"(858, 4)",True
10462,"(313, 6)",True
10358,"(1206, 6)",True
9436,"(984, 6)",True
41,"(762, 3)",True
10258,"(795, 6)",True
5344,"(154, 2)",True
2365,"(870, 3)",True
3457,"(152, 2)",True
10767,"(984, 5)",True
6110,"(226, 2)",True
4724,"(58, 1)",True
12736,"(791, 0)",True
7927,"(459, 3)",True
3462,"(1326, 5)",True
7074,"(1014, 2)",True
260,"(967, 6)",True
5352,"(1251, 1)",True
12508,"(209, 5)",True
12984,"(76, 5)",True
9925,"(950, 6)",True
6110,"(319, 2)",True
10908,"(200, 6)",True
3859,"(1117, 5)",True
11665,"(836, 2)",True
8205,"(668, 5)",True
11373,"(1127, 5)",True
8292,"(527, 6)",True
14047,"(386, 5)",True
13867,"(1212, 3)",True
9562,"(137, 0)",True
3953,"(2, 3)",True
4040,"(479, 6)",True
7411,"(702, 0)",True
6072,"(865, 4)",True
13784,"(203, 1)",True
9414,"(212, 3)",True
7738,"(1312, 6)",True
102,"(1136, 5)",True
3149,"(71, 3)",True
5343,"(649, 6)",True
10273,"(1034, 2)",True
6491,"(299, 1)",True
13542,"(1376, 2)",True
6910,"(179, 0)",True
12141,"(275, 6)",True
3130,"(88, 2)",True
4756,"(1182, 6)",True
6786,"(1381, 2)",True
3935,"(1250, 1)",True
4531,"(1091, 3)",True
9565,"(1202, 1)",True
5344,"(570, 4)",True
11746,"(176, 0)",True
4912,"(1051, 1)",True
4019,"(422, 3)",True
10806,"(310, 5)",True
11150,"(455, 3)",True
3716,"(1156, 6)",True
13784,"(1134, 6)",True
7108,"(544, 1)",True
11429,"(1241, 3)",True
10651,"(1029, 2)",True
6110,"(1355, 2)",True
9437,"(1007, 4)",True
50,"(1424, 2)",True
11942,"(977, 0)",True
6032,"(784, 1)",True
12023,"(562, 0)",True
12636,"(1224, 1)",True
5344,"(930, 1)",True
13487,"(1057, 4)",True
1994,"(704, 1)",True
1497,"(1293, 3)",True
2853,"(815, 2)",True
7444,"(1205, 2)",True
2853,"(204, 1)",True
472,"(670, 0)",True
2853,"(622, 2)",True
8769,"(612, 1)",True
12023,"(1094, 0)",True
9192,"(487, 4)",True
2434,"(846, 2)",True
8753,"(449, 6)",True
7469,"(143, 1)",True
4080,"(1193, 1)",True
14041,"(39, 1)",True
1732,"(200, 3)",True
4779,"(254, 6)",True
10317,"(1139, 5)",True
10163,"(317, 3)",True
14165,"(166, 2)",True
1986,"(274, 3)",True
10301,"(1017, 5)",True
12107,"(267, 4)",True
13072,"(740, 4)",True
495,"(630, 3)",True
8953,"(638, 3)",True
3222,"(781, 4)",True
11101,"(1188, 2)",True
7689,"(1333, 5)",True
5648,"(562, 2)",True
12891,"(920, 3)",True
6355,"(822, 5)",True
11986,"(1016, 6)",True
10287,"(524, 0)",True
401,"(1065, 6)",True
401,"(751, 6)",True
8284,"(444, 4)",True
11117,"(1062, 4)",True
1234,"(152, 4)",True
5132,"(1391, 0)",True
3714,"(1219, 0)",True
760,"(662, 3)",True
8565,"(117, 6)",True
742,"(228, 4)",True
4057,"(1161, 5)",True
760,"(677, 3)",True
13783,"(766, 4)",True
312,"(627, 4)",True
1286,"(831, 3)",True
576,"(1245, 4)",True
5029,"(801, 3)",True
13288,"(839, 3)",True
472,"(620, 1)",True
8809,"(908, 1)",True
7108,"(614, 0)",True
5026,"(410, 3)",True
3462,"(736, 6)",True
11220,"(1305, 1)",True
12736,"(1426, 1)",True
11872,"(992, 0)",True
2715,"(136, 5)",True
3031,"(956, 3)",True
3375,"(1260, 5)",True
4180,"(88, 3)",True
8753,"(29, 6)",True
4103,"(483, 1)",True
5962,"(135, 0)",True
13586,"(776, 2)",True
4625,"(1141, 3)",True
14392,"(438, 5)",True
10993,"(1260, 2)",True
1217,"(105, 1)",True
52,"(556, 2)",True
12994,"(782, 2)",True
10116,"(366, 5)",True
6824,"(106, 6)",True
1792,"(95, 5)",True
3302,"(864, 5)",True
4846,"(903, 4)",True
5009,"(835, 6)",True
5344,"(897, 5)",True
14079,"(1418, 6)",True
13784,"(1197, 2)",True
10993,"(167, 2)",True
6729,"(938, 3)",True
4432,"(1152, 5)",True
11447,"(127, 3)",True
13826,"(236, 2)",True
260,"(375, 3)",True
14057,"(853, 1)",True
9666,"(628, 4)",True
8159,"(379, 1)",True
659,"(673, 4)",True
10273,"(1177, 4)",True
12023,"(962, 1)",True
12674,"(471, 0)",True
9562,"(1102, 0)",True
11467,"(720, 0)",True
10980,"(285, 6)",True
8587,"(102, 3)",True
12736,"(590, 2)",True
7444,"(921, 3)",True
11310,"(427, 0)",True
6821,"(1145, 5)",True
5352,"(1159, 1)",True
13158,"(880, 5)",True
12397,"(496, 2)",True
1766,"(377, 3)",True
12644,"(1054, 6)",True
659,"(1078, 5)",True
1824,"(1327, 4)",True
3851,"(596, 5)",True
12023,"(605, 0)",True
7011,"(482, 3)",True
11467,"(66, 1)",True
4338,"(529, 3)",True
13103,"(1238, 5)",True
3193,"(164, 6)",True
10837,"(1325, 6)",True
118,"(1223, 3)",True
11943,"(1292, 1)",True
13103,"(131, 0)",True
5469,"(39, 5)",True
14235,"(666, 3)",True
12736,"(227, 1)",True
11057,"(724, 6)",True
4103,"(689, 2)",True
260,"(332, 6)",True
13826,"(603, 3)",True
2179,"(129, 2)",True
7109,"(5, 5)",True
12565,"(756, 2)",True
4531,"(952, 4)",True
12292,"(115, 5)",True
12397,"(394, 4)",True
3714,"(1355, 0)",True
8816,"(1372, 6)",True
10860,"(1101, 1)",True
10078,"(1157, 3)",True
13380,"(146, 6)",True
13688,"(1044, 6)",True
11164,"(67, 4)",True
12141,"(301, 6)",True
12943,"(632, 3)",True
9432,"(222, 5)",True
4809,"(1116, 0)",True
4834,"(796, 0)",True
6688,"(1375, 2)",True
8804,"(1332, 1)",True
14057,"(1190, 1)",True
7858,"(51, 4)",True
9770,"(948, 5)",True
2960,"(1392, 2)",True
14127,"(586, 5)",True
6159,"(854, 1)",True
3462,"(584, 6)",True
14057,"(195, 0)",True
5352,"(1234, 0)",True
5480,"(390, 3)",True
195,"(1189, 0)",True
60,"(758, 1)",True
12943,"(1229, 2)",True
2511,"(1025, 1)",True
5585,"(1022, 1)",True
12023,"(1066, 1)",True
10249,"(538, 4)",True
7848,"(1316, 3)",True
12047,"(152, 5)",True
7082,"(431, 6)",True
472,"(645, 1)",True
12520,"(1340, 0)",True
9561,"(639, 0)",True
11991,"(762, 6)",True
9304,"(489, 0)",True
1567,"(1268, 4)",True
3955,"(77, 5)",True
12943,"(948, 4)",True
401,"(533, 6)",True
3460,"(838, 0)",True
8926,"(1330, 2)",True
9649,"(1074, 6)",True
1018,"(1421, 5)",True
1961,"(884, 6)",True
102,"(1225, 6)",True
3462,"(1268, 5)",True
260,"(80, 4)",True
3982,"(7, 6)",True
11524,"(708, 2)",True
4531,"(794, 2)",True
3173,"(1081, 5)",True
3462,"(91, 6)",True
5268,"(119, 1)",True
5009,"(1171, 5)",True
1766,"(1426, 3)",True
7268,"(489, 6)",True
12023,"(1407, 2)",True
11119,"(1420, 5)",True
10301,"(577, 5)",True
5029,"(1336, 3)",True
9575,"(18, 1)",True
1315,"(170, 1)",True
9021,"(1261, 4)",True
9021,"(380, 3)",True
12918,"(42, 5)",True
6786,"(494, 5)",True
3457,"(1245, 2)",True
1465,"(242, 2)",True
10431,"(1172, 3)",True
7326,"(1216, 0)",True
10087,"(711, 5)",True
11234,"(894, 5)",True
10418,"(411, 4)",True
14282,"(571, 3)",True
8804,"(547, 0)",True
14262,"(364, 0)",True
14057,"(465, 0)",True
5300,"(1321, 5)",True
14216,"(19, 1)",True
3398,"(831, 1)",True
1449,"(216, 0)",True
7074,"(1394, 1)",True
14195,"(529, 4)",True
10348,"(250, 2)",True
697,"(589, 0)",True
9001,"(907, 0)",True
10968,"(430, 1)",True
3488,"(76, 3)",True
12141,"(1357, 6)",True
760,"(2, 2)",True
4167,"(1383, 5)",True
7334,"(1229, 1)",True
14080,"(988, 5)",True
7684,"(1297, 0)",True
12195,"(698, 3)",True
2330,"(849, 1)",True
12984,"(1426, 2)",True
12636,"(819, 1)",True
11942,"(1218, 0)",True
4912,"(110, 0)",True
11757,"(914, 0)",True
10418,"(206, 1)",True
712,"(206, 3)",True
56,"(394, 5)",True
474,"(364, 4)",True
8627,"(487, 1)",True
472,"(1271, 0)",True
13826,"(1124, 3)",True
12236,"(1362, 1)",True
5352,"(1135, 1)",True
10510,"(667, 3)",True
5620,"(603, 2)",True
10106,"(568, 1)",True
1504,"(156, 4)",True
11154,"(42, 0)",True
10270,"(180, 6)",True
7108,"(46, 2)",True
7705,"(6, 3)",True
10317,"(133, 5)",True
4240,"(763, 1)",True
14410,"(67, 3)",True
2853,"(919, 3)",True
260,"(965, 5)",True
12023,"(506, 0)",True
7108,"(935, 1)",True
12518,"(104, 2)",True
11753,"(486, 6)",True
3193,"(500, 5)",True
13631,"(1362, 3)",True
7046,"(583, 2)",True
6980,"(1282, 6)",True
913,"(702, 6)",True
4103,"(509, 1)",True
1315,"(110, 2)",True
13469,"(774, 6)",True
10837,"(986, 6)",True
11362,"(1312, 5)",True
9194,"(46, 0)",True
13982,"(1018, 1)",True
6910,"(39, 0)",True
8926,"(393, 3)",True
9870,"(630, 1)",True
8809,"(1075, 3)",True
13005,"(419, 5)",True
9654,"(1225, 5)",True
3321,"(1357, 5)",True
5769,"(555, 2)",True
6355,"(1425, 5)",True
4531,"(635, 3)",True
12023,"(296, 1)",True
11746,"(677, 0)",True
8926,"(986, 1)",True
5469,"(616, 4)",True
13437,"(1266, 4)",True
3414,"(704, 2)",True
960,"(350, 5)",True
14410,"(1238, 6)",True
13826,"(1255, 3)",True
5009,"(1340, 5)",True
6247,"(1099, 5)",True
5769,"(302, 1)",True
14057,"(928, 4)",True
11532,"(99, 4)",True
1491,"(516, 2)",True
12023,"(253, 0)",True
6811,"(1413, 4)",True
2853,"(1038, 0)",True
12047,"(6, 5)",True
1018,"(599, 5)",True
3414,"(408, 6)",True
11167,"(744, 6)",True
2492,"(595, 3)",True
12674,"(499, 0)",True
12819,"(732, 2)",True
9014,"(1075, 4)",True
10476,"(91, 4)",True
11201,"(1112, 2)",True
9994,"(321, 1)",True
9437,"(100, 4)",True
5402,"(1196, 5)",True
3177,"(997, 0)",True
6665,"(703, 0)",True
390,"(126, 1)",True
9565,"(675, 2)",True
12915,"(800, 1)",True
3859,"(752, 5)",True
3462,"(173, 4)",True
12984,"(144, 6)",True
7705,"(1318, 2)",True
14055,"(1093, 3)",True
1515,"(1141, 2)",True
8700,"(1157, 4)",True
8978,"(753, 4)",True
472,"(177, 3)",True
10106,"(743, 1)",True
5344,"(307, 4)",True
1515,"(647, 3)",True
11524,"(1252, 2)",True
4809,"(460, 0)",True
1205,"(1390, 5)",True
7219,"(343, 1)",True
5769,"(1240, 2)",True
3953,"(949, 4)",True
5344,"(556, 4)",True
5312,"(1117, 3)",True
11665,"(1105, 5)",True
13430,"(345, 2)",True
5406,"(183, 1)",True
13742,"(105, 5)",True
9612,"(829, 4)",True
12284,"(766, 0)",True
1497,"(276, 1)",True
9565,"(78, 2)",True
4912,"(1236, 0)",True
12229,"(265, 1)",True
14532,"(575, 2)",True
6917,"(269, 1)",True
2853,"(907, 1)",True
12808,"(1101, 3)",True
11290,"(1231, 3)",True
3744,"(323, 0)",True
14,"(411, 1)",True
14374,"(1170, 4)",True
760,"(1077, 4)",True
12047,"(1, 3)",True
3338,"(1353, 4)",True
9565,"(824, 4)",True
9754,"(1042, 4)",True
5344,"(205, 3)",True
11986,"(339, 6)",True
13923,"(269, 5)",True
13784,"(309, 1)",True
3149,"(94, 5)",True
7219,"(100, 0)",True
390,"(991, 1)",True
4531,"(1304, 4)",True
9510,"(525, 6)",True
5612,"(216, 2)",True
5953,"(1083, 2)",True
1392,"(763, 0)",True
2421,"(303, 2)",True
13784,"(618, 4)",True
10129,"(467, 6)",True
56,"(912, 4)",True
9083,"(936, 5)",True
9021,"(367, 4)",True
11293,"(248, 3)",True
5933,"(981, 3)",True
3321,"(1077, 5)",True
6452,"(1299, 3)",True
11746,"(332, 0)",True
7480,"(282, 2)",True
10273,"(231, 1)",True
5009,"(1044, 1)",True
2740,"(782, 6)",True
11986,"(679, 6)",True
4611,"(397, 3)",True
4988,"(1427, 4)",True
1732,"(971, 6)",True
9194,"(782, 0)",True
13346,"(1153, 2)",True
4057,"(359, 4)",True
6688,"(1066, 3)",True
12736,"(69, 0)",True
9194,"(1406, 2)",True
5299,"(1064, 6)",True
4337,"(611, 0)",True
1986,"(1332, 4)",True
8159,"(1413, 0)",True
12047,"(482, 1)",True
11290,"(910, 3)",True
13923,"(787, 6)",True
1018,"(706, 5)",True
10301,"(1405, 6)",True
3193,"(1062, 6)",True
9533,"(771, 2)",True
12736,"(915, 1)",True
10122,"(270, 6)",True
11117,"(87, 6)",True
5036,"(635, 4)",True
11234,"(517, 6)",True
949,"(1196, 1)",True
10273,"(283, 2)",True
760,"(1213, 3)",True
1847,"(715, 1)",True
9509,"(1250, 0)",True
3241,"(1106, 2)",True
7326,"(483, 0)",True
11999,"(848, 2)",True
228,"(297, 3)",True
4337,"(271, 5)",True
4653,"(1099, 2)",True
8587,"(1309, 1)",True
13783,"(654, 6)",True
13989,"(994, 1)",True
312,"(694, 2)",True
760,"(658, 3)",True
1961,"(21, 6)",True
56,"(644, 5)",True
4728,"(952, 5)",True
6355,"(424, 5)",True
472,"(577, 0)",True
8700,"(1036, 4)",True
10301,"(796, 6)",True
11757,"(931, 1)",True
4430,"(1153, 4)",True
8930,"(657, 5)",True
5132,"(138, 3)",True
4337,"(443, 1)",True
9437,"(24, 3)",True
2992,"(372, 1)",True
7480,"(1180, 4)",True
10445,"(653, 0)",True
9565,"(1297, 2)",True
10166,"(214, 3)",True
12195,"(27, 2)",True
3467,"(304, 5)",True
388,"(692, 2)",True
195,"(179, 1)",True
9565,"(89, 2)",True
979,"(731, 5)",True
11709,"(570, 2)",True
4046,"(584, 5)",True
13998,"(1283, 6)",True
8926,"(1356, 1)",True
10993,"(1272, 1)",True
13245,"(70, 2)",True
12023,"(1418, 0)",True
4771,"(353, 0)",True
1056,"(880, 4)",True
10301,"(432, 6)",True
6786,"(1294, 5)",True
13500,"(453, 5)",True
9073,"(438, 0)",True
12023,"(1176, 1)",True
1846,"(65, 5)",True
7480,"(109, 4)",True
3321,"(250, 5)",True
10837,"(323, 6)",True
9427,"(224, 6)",True
9954,"(47, 4)",True
887,"(1349, 5)",True
9565,"(1179, 3)",True
472,"(617, 0)",True
9436,"(888, 6)",True
8700,"(811, 4)",True
1559,"(1073, 1)",True
5375,"(294, 4)",True
10301,"(926, 6)",True
3839,"(132, 5)",True
4240,"(133, 0)",True
10837,"(1160, 6)",True
6452,"(816, 3)",True
1287,"(1181, 3)",True
3859,"(674, 2)",True
8769,"(116, 1)",True
10298,"(607, 5)",True
11524,"(417, 2)",True
14385,"(486, 4)",True
13005,"(1131, 2)",True
13967,"(1107, 1)",True
3031,"(848, 5)",True
12420,"(489, 1)",True
3859,"(696, 5)",True
5735,"(342, 0)",True
941,"(282, 0)",True
4949,"(281, 6)",True
4397,"(307, 1)",True
7705,"(432, 2)",True
9565,"(430, 3)",True
13489,"(1392, 4)",True
9574,"(214, 6)",True
11524,"(226, 1)",True
5480,"(365, 3)",True
1196,"(1090, 6)",True
3426,"(484, 0)",True
10129,"(469, 6)",True
7933,"(210, 5)",True
260,"(1229, 6)",True
2960,"(32, 3)",True
9509,"(807, 0)",True
760,"(53, 3)",True
3744,"(906, 0)",True
13311,"(214, 0)",True
9007,"(1279, 1)",True
10429,"(799, 5)",True
9491,"(359, 0)",True
11117,"(665, 5)",True
11523,"(1200, 2)",True
5769,"(1128, 3)",True
12023,"(386, 0)",True
3447,"(493, 2)",True
1792,"(1064, 3)",True
3149,"(766, 3)",True
6971,"(328, 5)",True
11290,"(805, 3)",True
5344,"(58, 5)",True
1449,"(1238, 1)",True
1986,"(50, 6)",True
4103,"(751, 4)",True
4057,"(947, 3)",True
4296,"(737, 6)",True
576,"(213, 6)",True
4408,"(612, 0)",True
11781,"(845, 4)",True
11332,"(883, 6)",True
13005,"(174, 6)",True
3955,"(906, 4)",True
13425,"(995, 1)",True
5769,"(1365, 5)",True
13932,"(614, 4)",True
14409,"(658, 2)",True
312,"(319, 1)",True
495,"(4, 2)",True
11942,"(1341, 0)",True
11310,"(44, 4)",True
14079,"(726, 5)",True
10837,"(683, 6)",True
3955,"(1167, 2)",True
11556,"(1193, 3)",True
9376,"(1378, 3)",True
4337,"(864, 1)",True
6811,"(881, 2)",True
7108,"(1307, 0)",True
5491,"(1379, 0)",True
3869,"(768, 3)",True
2394,"(644, 0)",True
5964,"(296, 4)",True
7108,"(404, 1)",True
8769,"(716, 1)",True
13005,"(757, 6)",True
1854,"(669, 3)",True
8753,"(599, 6)",True
9569,"(505, 1)",True
760,"(20, 2)",True
12094,"(881, 4)",True
7013,"(240, 1)",True
14079,"(106, 4)",True
994,"(604, 3)",True
9414,"(360, 3)",True
4007,"(873, 4)",True
13006,"(831, 5)",True
13005,"(1034, 6)",True
2897,"(12, 1)",True
1287,"(1313, 1)",True
10034,"(1134, 4)",True
821,"(1212, 1)",True
4408,"(1382, 0)",True
3462,"(569, 5)",True
712,"(297, 2)",True
12025,"(520, 5)",True
1655,"(776, 0)",True
13652,"(1198, 3)",True
102,"(93, 4)",True
9401,"(427, 5)",True
12637,"(1257, 3)",True
13450,"(1243, 3)",True
3371,"(299, 0)",True
7480,"(886, 4)",True
5447,"(245, 6)",True
7848,"(1271, 1)",True
1874,"(415, 6)",True
5735,"(1298, 0)",True
9705,"(162, 1)",True
9634,"(468, 4)",True
11746,"(781, 0)",True
2960,"(1156, 2)",True
8700,"(372, 5)",True
13451,"(1401, 4)",True
11524,"(1086, 2)",True
6452,"(268, 1)",True
12508,"(1209, 5)",True
12263,"(47, 0)",True
7326,"(1116, 1)",True
12141,"(589, 6)",True
5344,"(847, 5)",True
1491,"(1144, 3)",True
1018,"(1313, 4)",True
6304,"(23, 2)",True
5964,"(624, 2)",True
3935,"(1231, 2)",True
12736,"(923, 1)",True
9935,"(251, 0)",True
7733,"(582, 1)",True
2960,"(650, 1)",True
347,"(741, 1)",True
9565,"(900, 2)",True
9449,"(1077, 2)",True
14198,"(775, 5)",True
472,"(447, 0)",True
14079,"(375, 5)",True
4912,"(736, 0)",True
1961,"(1397, 6)",True
4332,"(1300, 1)",True
13267,"(1360, 5)",True
11436,"(327, 2)",True
4338,"(1217, 2)",True
9192,"(114, 6)",True
11532,"(1403, 4)",True
7480,"(404, 3)",True
5285,"(771, 5)",True
13783,"(97, 6)",True
3696,"(763, 5)",True
5491,"(744, 1)",True
3460,"(855, 0)",True
4764,"(68, 0)",True
11529,"(317, 5)",True
4167,"(1326, 6)",True
5769,"(95, 2)",True
8700,"(1194, 3)",True
10860,"(1098, 1)",True
6032,"(696, 1)",True
13968,"(709, 0)",True
5026,"(504, 1)",True
3462,"(1208, 5)",True
13932,"(450, 4)",True
5812,"(650, 3)",True
5300,"(329, 3)",True
8978,"(97, 1)",True
9194,"(1193, 0)",True
9600,"(1370, 5)",True
2434,"(350, 3)",True
12107,"(306, 1)",True
4019,"(434, 3)",True
5344,"(452, 3)",True
3414,"(519, 6)",True
3839,"(1083, 5)",True
12430,"(273, 6)",True
518,"(1285, 1)",True
1454,"(793, 0)",True
12347,"(514, 2)",True
14248,"(843, 2)",True
12915,"(535, 3)",True
12397,"(412, 1)",True
2960,"(423, 3)",True
8700,"(636, 3)",True
1449,"(504, 0)",True
13206,"(349, 4)",True
13932,"(1201, 4)",True
9562,"(745, 2)",True
9345,"(297, 0)",True
9194,"(273, 0)",True
7729,"(118, 6)",True
13826,"(841, 4)",True
9014,"(463, 4)",True
11523,"(1075, 1)",True
5480,"(451, 2)",True
4337,"(1366, 2)",True
2421,"(1043, 5)",True
7400,"(1344, 3)",True
10631,"(910, 0)",True
3371,"(1159, 0)",True
10365,"(458, 5)",True
3955,"(447, 6)",True
12025,"(302, 3)",True
4019,"(1286, 2)",True
5352,"(848, 1)",True
7645,"(90, 3)",True
7190,"(284, 2)",True
12259,"(336, 6)",True
14079,"(693, 5)",True
760,"(402, 3)",True
8205,"(1187, 5)",True
4925,"(808, 1)",True
6910,"(392, 0)",True
5121,"(824, 2)",True
5620,"(926, 2)",True
4617,"(558, 0)",True
7590,"(1016, 5)",True
9985,"(247, 5)",True
4338,"(467, 5)",True
7576,"(484, 4)",True
4337,"(658, 0)",True
260,"(1142, 5)",True
2738,"(915, 5)",True
9588,"(1114, 2)",True
1117,"(419, 2)",True
2853,"(842, 1)",True
821,"(911, 3)",True
3462,"(186, 5)",True
14262,"(1004, 0)",True
1234,"(477, 4)",True
4337,"(111, 1)",True
718,"(386, 2)",True
8706,"(627, 1)",True
11644,"(254, 4)",True
9754,"(514, 5)",True
1018,"(455, 2)",True
2853,"(654, 1)",True
13627,"(37, 3)",True
11436,"(535, 2)",True
14,"(149, 0)",True
6910,"(1145, 0)",True
1835,"(544, 4)",True
2511,"(656, 0)",True
12319,"(1304, 0)",True
1287,"(1286, 3)",True
3327,"(899, 2)",True
5121,"(1036, 2)",True
1147,"(1343, 6)",True
11467,"(369, 0)",True
8700,"(70, 4)",True
12736,"(454, 3)",True
9510,"(825, 6)",True
3467,"(25, 1)",True
11986,"(418, 2)",True
12023,"(385, 0)",True
13005,"(1239, 5)",True
13245,"(556, 1)",True
1651,"(296, 3)",True
9157,"(1323, 3)",True
999,"(176, 6)",True
9014,"(1089, 5)",True
5537,"(928, 1)",True
6070,"(550, 3)",True
12211,"(714, 6)",True
13619,"(186, 4)",True
388,"(929, 2)",True
7480,"(56, 3)",True
9427,"(1387, 6)",True
13783,"(942, 5)",True
14409,"(726, 3)",True
760,"(1037, 4)",True
11889,"(201, 6)",True
9451,"(1034, 1)",True
3460,"(435, 1)",True
7976,"(871, 1)",True
6032,"(327, 0)",True
390,"(896, 1)",True
13846,"(1013, 1)",True
3982,"(1252, 5)",True
7576,"(410, 4)",True
1854,"(1104, 3)",True
9432,"(1420, 3)",True
2367,"(291, 3)",True
3811,"(346, 3)",False
9616,"(259, 6)",False
472,"(1403, 1)",False
6375,"(1420, 1)",False
966,"(496, 5)",False
4057,"(242, 4)",False
12950,"(1399, 4)",False
4768,"(566, 4)",False
2853,"(304, 1)",False
2483,"(246, 5)",False
14,"(444, 1)",False
1056,"(621, 6)",False
7663,"(185, 3)",False
13366,"(457, 2)",False
13158,"(148, 6)",False
1310,"(1202, 3)",False
12023,"(779, 0)",False
11201,"(131, 2)",False
4397,"(1044, 2)",False
12573,"(1209, 3)",False
8685,"(879, 3)",False
8978,"(299, 2)",False
6355,"(110, 5)",False
2442,"(202, 2)",False
13826,"(476, 4)",False
13826,"(50, 2)",False
12674,"(958, 1)",False
11684,"(446, 0)",False
13825,"(1237, 2)",False
3222,"(383, 0)",False
5022,"(846, 1)",False
4296,"(761, 6)",False
14399,"(412, 6)",False
4240,"(433, 0)",False
10430,"(585, 2)",False
13158,"(80, 6)",False
2853,"(126, 0)",False
9064,"(1378, 0)",False
7424,"(973, 1)",False
9083,"(236, 5)",False
9493,"(384, 5)",False
13150,"(985, 1)",False
11467,"(1208, 0)",False
10129,"(1271, 6)",False
13292,"(928, 0)",False
7756,"(1349, 4)",False
13360,"(790, 1)",False
5404,"(733, 6)",False
10293,"(360, 6)",False
347,"(1265, 5)",False
2442,"(597, 1)",False
4337,"(1417, 0)",False
9509,"(512, 0)",False
11648,"(683, 3)",False
9007,"(374, 5)",False
12545,"(1093, 6)",False
10409,"(461, 4)",False
9001,"(94, 0)",False
11686,"(1197, 6)",False
6375,"(1044, 0)",False
10880,"(1132, 3)",False
12736,"(1204, 0)",False
10301,"(1020, 6)",False
4019,"(28, 2)",False
7097,"(742, 2)",False
10291,"(379, 3)",False
7109,"(1268, 3)",False
13897,"(1033, 3)",False
3124,"(614, 6)",False
7027,"(81, 1)",False
5026,"(1014, 3)",False
5268,"(87, 3)",False
312,"(916, 3)",False
10449,"(804, 0)",False
12736,"(634, 2)",False
10257,"(687, 4)",False
9064,"(1051, 0)",False
9097,"(1131, 6)",False
7526,"(1118, 1)",False
14358,"(1106, 0)",False
12173,"(466, 5)",False
11429,"(1138, 3)",False
7689,"(614, 5)",False
12674,"(681, 0)",False
6705,"(635, 0)",False
13306,"(765, 6)",False
4019,"(521, 2)",False
587,"(367, 6)",False
6355,"(565, 5)",False
9438,"(186, 1)",False
13042,"(131, 4)",False
9705,"(1030, 2)",False
11128,"(4, 0)",False
960,"(511, 4)",False
9171,"(248, 4)",False
14366,"(1055, 6)",False
10997,"(27, 1)",False
6027,"(853, 2)",False
10392,"(1254, 2)",False
495,"(133, 3)",False
6288,"(1344, 5)",False
12305,"(802, 1)",False
13837,"(1130, 3)",False
13042,"(1038, 5)",False
8458,"(1033, 6)",False
10088,"(35, 5)",False
14,"(128, 0)",False
9196,"(431, 3)",False
9649,"(1010, 6)",False
10782,"(798, 4)",False
1744,"(1380, 6)",False
4468,"(834, 0)",False
7785,"(67, 5)",False
949,"(805, 1)",False
9171,"(1402, 4)",False
4908,"(1197, 3)",False
11984,"(1309, 0)",False
6725,"(1347, 0)",False
3742,"(1122, 3)",False
13780,"(1116, 4)",False
3338,"(1260, 6)",False
14395,"(1151, 6)",False
10343,"(370, 4)",False
13537,"(1230, 0)",False
12229,"(523, 1)",False
11638,"(401, 6)",False
9309,"(936, 6)",False
14266,"(188, 2)",False
10430,"(892, 2)",False
12214,"(893, 3)",False
1286,"(11, 2)",False
9533,"(605, 2)",False
10032,"(849, 5)",False
