"key","discussion_id","agree-disagree","agreement","agreement_unsure","attack","attack_unsure","defeater-undercutter","defeater-undercutter_unsure","fact-feeling","fact-feeling_unsure","negotiate-attack","negotiate-attack_unsure","nicenasty","nicenasty_unsure","personal-audience","personal-audience_unsure","questioning-asserting","questioning-asserting_unsure","sarcasm","sarcasm_unsure"
"(432, 3)",12,0.428571428571,-2.0,0.0,-0.2,0.0,-2.0,0.0,-0.6,0.0,0.0,0.0,0.8,0.0,-1.5,0.0,-1.25,0.0,0.2,0.0
"(766, 2)",13780,0.333333333333,-2.4,0.0,-0.6,0.0,3.0,0.0,0.8,0.0,1.0,0.0,-0.4,0.0,-1.0,0.0,0.5,0.0,0.4,0.0
"(1123, 2)",1680,0.666666666667,-3.28571428571,0.0,-2.28571428571,0.0,-0.5,0.5,0.142857142857,0.0,0.0,0.5,-0.571428571429,0.142857142857,0.0,0.5,0.0,0.5,0.5,0.142857142857
"(695, 2)",9575,0.166666666667,-3.0,0.0,1.0,0.0,1.4,0.0,2.0,0.0,-1.8,0.0,2.0,0.0,2.4,0.0,1.6,0.0,0.0,0.0
"(864, 6)",14492,1.0,-1.0,0.0,0.2,0.0,"","",-1.0,0.0,"","",0.2,0.0,"","","","",0.4,0.0
"(917, 4)",12433,0.6,-0.2,0.2,1.0,0.2,-4.5,0.0,0.0,0.2,-2.0,0.0,1.0,0.2,4.0,0.0,1.0,0.0,0.0,0.2
"(78, 0)",1353,0.8,0.4,0.6,3.0,0.0,2.0,0.0,3.4,0.0,-2.0,0.0,3.2,0.0,-2.0,0.0,-2.0,0.0,0.0,0.0
"(1349, 1)",6705,0.428571428571,-2.42857142857,0.142857142857,-0.571428571429,0.0,-2.25,0.0,-2.28571428571,0.0,-1.5,0.0,-0.857142857143,0.0,-2.25,0.0,2.5,0.0,0.166666666667,0.142857142857
"(485, 2)",11243,0.0,-0.666666666667,0.0,1.5,0.0,-0.2,0.0,-0.666666666667,0.0,-2.6,0.2,1.0,0.0,1.4,0.0,2.8,0.0,0.0,0.0
"(414, 6)",12609,0.4,-2.2,0.2,2.0,0.2,1.66666666667,0.0,1.8,0.4,0.666666666667,0.333333333333,2.4,0.2,-2.33333333333,0.0,-3.33333333333,0.0,0.0,0.2
"(732, 5)",1732,0.2,-2.0,0.166666666667,-0.333333333333,0.0,-1.0,0.0,1.33333333333,0.0,1.0,0.0,0.666666666667,0.0,-1.25,0.0,-1.75,0.0,0.2,0.166666666667
"(846, 5)",7933,0.6,-2.6,0.0,0.8,0.0,-4.5,0.0,1.8,0.0,-3.5,0.0,0.8,0.0,-5.0,0.0,3.5,0.0,0.0,0.0
"(1163, 5)",3713,0.2,-3.8,0.0,2.2,0.0,0.75,0.0,-1.4,0.0,-0.25,0.0,2.2,0.0,-2.75,0.0,-0.5,0.0,0.0,0.0
"(698, 4)",2492,0.2,-4.16666666667,0.0,-2.16666666667,0.0,-1.75,0.0,-1.16666666667,0.0,1.0,0.0,-1.83333333333,0.0,-2.0,0.0,0.0,0.0,0.6,0.166666666667
"(883, 0)",7374,0.8,0.666666666667,0.0,-0.333333333333,0.0,2.0,0.0,1.66666666667,0.0,-2.0,0.0,-0.833333333333,0.0,-4.0,0.0,-4.0,0.0,0.4,0.166666666667
"(1130, 3)",13837,0.857142857143,0.6,0.6,0.4,0.4,4.0,0.0,1.2,0.4,4.0,0.0,0.4,0.4,-5.0,0.0,-2.0,0.0,0.75,0.2
"(10, 2)",9211,0.6,1.0,0.2,2.8,0.2,-4.5,0.0,0.2,0.2,-2.5,0.0,2.6,0.2,-4.0,0.0,2.5,0.0,0.0,0.2
"(195, 2)",13867,0.333333333333,-0.333333333333,0.166666666667,-0.333333333333,0.166666666667,1.0,0.0,1.16666666667,0.166666666667,-1.75,0.0,-0.166666666667,0.166666666667,-2.0,0.0,1.25,0.0,0.4,0.166666666667
"(1281, 3)",12263,0.857142857143,"","","","",2.0,0.0,"","",-1.0,0.0,"","",1.0,0.0,-3.0,0.0,"",""
"(849, 1)",2330,0.4,0.4,0.6,2.8,0.0,-3.33333333333,0.333333333333,-2.6,0.0,2.0,0.333333333333,2.6,0.0,-1.0,0.333333333333,-1.66666666667,0.333333333333,0.666666666667,0.4
"(1025, 6)",13158,0.666666666667,1.0,0.666666666667,1.16666666667,0.666666666667,-4.5,0.0,1.66666666667,0.5,-0.5,0.0,1.0,0.666666666667,-0.5,0.0,5.0,0.0,0.0,0.666666666667
"(399, 5)",6971,1.0,0.333333333333,0.333333333333,0.833333333333,0.5,"","",1.0,0.333333333333,"","",1.0,0.333333333333,"","","","",0.0,0.5
"(593, 4)",4699,0.166666666667,-2.0,0.2,0.4,0.2,-1.0,0.2,0.6,0.2,0.8,0.0,0.6,0.2,-0.4,0.0,1.8,0.2,0.0,0.2
"(831, 6)",8245,0.5,-0.333333333333,0.166666666667,0.5,0.333333333333,0.333333333333,0.0,1.66666666667,0.166666666667,1.0,0.0,1.66666666667,0.166666666667,-1.0,0.0,-0.333333333333,0.0,0.0,0.166666666667
"(1000, 2)",10185,0.714285714286,0.4,0.4,0.4,0.4,0.5,0.0,-3.2,0.0,4.0,0.0,0.4,0.4,-4.5,0.0,2.0,0.0,0.0,0.6
"(1096, 5)",401,0.333333333333,-2.2,0.0,0.8,0.0,-2.5,0.0,2.8,0.0,1.25,0.0,2.0,0.2,-0.75,0.0,3.0,0.0,0.0,0.0
"(143, 0)",5491,0.8,0.0,0.4,3.2,0.2,-5.0,0.0,3.2,0.2,5.0,0.0,3.0,0.2,-5.0,0.0,-5.0,0.0,0.0,0.2
"(312, 4)",14079,0.571428571429,-2.66666666667,0.333333333333,-2.33333333333,0.333333333333,-1.66666666667,0.0,-0.666666666667,0.333333333333,2.0,0.0,-2.0,0.333333333333,0.0,0.0,2.66666666667,0.0,0.25,0.333333333333
"(1414, 3)",12214,0.4,-3.71428571429,0.0,3.0,0.0,-1.0,0.0,2.57142857143,0.0,-3.0,0.0,3.0,0.0,-2.0,0.0,3.0,0.0,0.166666666667,0.142857142857
"(797, 3)",1217,0.166666666667,-1.28571428571,0.0,2.28571428571,0.0,-0.4,0.0,2.71428571429,0.0,2.0,0.0,1.42857142857,0.0,-2.4,0.0,-1.8,0.0,0.0,0.0
"(982, 1)",3935,0.6,-5.0,0.0,-1.33333333333,0.0,-4.0,0.0,2.33333333333,0.0,-2.0,0.0,-1.66666666667,0.0,-3.5,0.0,1.5,0.0,0.0,0.333333333333
"(1044, 4)",13804,1.0,2.16666666667,0.166666666667,2.0,0.0,"","",3.0,0.0,"","",1.0,0.0,"","","","",0.0,0.0
"(1229, 0)",12736,0.6,-0.8,0.6,3.2,0.0,0.0,1.0,3.4,0.0,-2.5,0.5,3.2,0.2,2.5,0.5,2.5,0.5,0.0,0.0
"(365, 1)",14057,0.0,-3.16666666667,0.0,-0.5,0.0,-0.142857142857,0.0,1.0,0.0,-0.714285714286,0.0,-0.166666666667,0.0,-2.14285714286,0.0,3.14285714286,0.0,0.166666666667,0.0
"(612, 6)",9437,0.8,-0.4,0.0,2.2,0.0,-1.0,0.0,-0.2,0.0,-1.0,0.0,1.8,0.0,-4.0,0.0,4.0,0.0,0.2,0.0
"(1392, 6)",199,0.5,-1.4,0.4,0.6,0.4,-3.25,0.25,-1.2,0.4,2.25,0.0,0.4,0.2,-0.25,0.0,1.25,0.0,0.0,0.6
"(948, 0)",9194,0.142857142857,-4.5,0.0,-1.0,0.0,0.0,0.0,2.25,0.0,0.166666666667,0.0,-0.25,0.0,-2.16666666667,0.0,1.16666666667,0.0,0.5,0.0
"(146, 6)",13380,0.0,-2.8,0.0,0.0,0.2,-3.83333333333,0.0,-1.2,0.2,3.5,0.0,-0.4,0.0,-4.16666666667,0.0,-4.16666666667,0.0,0.2,0.0
"(1380, 3)",5769,0.285714285714,0.166666666667,0.166666666667,2.16666666667,0.0,2.2,0.2,-1.33333333333,0.0,-1.8,0.0,2.16666666667,0.0,-1.8,0.0,4.0,0.0,0.2,0.166666666667
"(260, 2)",11516,0.666666666667,-0.4,0.6,0.2,0.4,3.5,0.0,0.4,0.4,4.0,0.0,1.0,0.4,-4.5,0.0,4.0,0.0,0.0,0.4
"(578, 5)",7322,0.5,-0.6,0.0,1.0,0.0,-2.33333333333,0.0,2.0,0.0,-2.66666666667,0.0,2.0,0.0,-1.33333333333,0.0,3.66666666667,0.0,0.0,0.2
"(763, 3)",4337,0.285714285714,-1.16666666667,0.333333333333,0.5,0.166666666667,-3.0,0.2,0.166666666667,0.166666666667,1.2,0.0,0.833333333333,0.166666666667,-4.0,0.0,-1.0,0.2,0.2,0.166666666667
"(1291, 1)",9436,1.0,0.0,0.2,3.2,0.0,"","",0.2,0.0,"","",3.4,0.0,"","","","",0.0,0.0
"(1327, 5)",3733,0.428571428571,-1.5,0.166666666667,0.333333333333,0.166666666667,0.0,0.0,-0.666666666667,0.166666666667,0.25,0.0,0.833333333333,0.0,-2.0,0.0,-4.5,0.0,0.166666666667,0.0
"(914, 3)",1824,0.333333333333,-2.8,0.2,-0.8,0.2,0.5,0.0,0.8,0.2,-0.75,0.0,-1.0,0.2,-1.5,0.0,2.75,0.0,0.5,0.2
"(75, 5)",5537,0.4,-2.28571428571,0.142857142857,-1.42857142857,0.142857142857,-1.66666666667,0.0,-0.285714285714,0.142857142857,1.66666666667,0.0,-1.0,0.142857142857,-0.333333333333,0.0,-2.0,0.0,0.166666666667,0.142857142857
"(1161, 2)",1613,0.4,-2.4,0.2,-2.6,0.0,-4.0,0.0,-2.6,0.0,4.33333333333,0.0,-2.6,0.0,-2.33333333333,0.0,1.66666666667,0.666666666667,0.8,0.0
"(297, 3)",228,0.333333333333,-2.66666666667,0.0,-3.0,0.0,-1.75,0.0,-2.5,0.0,2.5,0.0,-0.833333333333,0.0,-3.75,0.0,-2.0,0.0,0.333333333333,0.0
"(482, 1)",12047,0.857142857143,2.2,0.2,2.6,0.2,-2.0,0.0,2.2,0.2,-2.0,0.0,3.0,0.2,-2.0,0.0,1.0,0.0,0.0,0.4
"(729, 0)",13468,0.0,-0.8,0.2,-0.4,0.2,-1.6,0.0,0.6,0.2,0.0,0.0,0.4,0.2,0.2,0.0,-0.6,0.2,0.25,0.2
"(1323, 5)",11117,0.428571428571,-0.2,0.6,1.0,0.2,0.25,0.0,1.0,0.4,2.75,0.0,1.4,0.2,-1.0,0.0,1.0,0.0,0.0,0.4
"(41, 6)",9927,0.6,-0.6,0.8,1.6,0.8,-4.0,0.0,-0.4,0.8,4.0,0.0,1.4,0.6,1.0,0.0,-4.0,0.0,"",1.0
"(1267, 3)",9573,0.2,0.166666666667,0.166666666667,2.16666666667,0.166666666667,-3.25,0.0,2.0,0.166666666667,-3.0,0.0,2.16666666667,0.333333333333,-2.25,0.0,2.75,0.0,0.0,0.166666666667
"(279, 4)",3331,0.6,-3.16666666667,0.0,2.0,0.0,2.5,0.0,2.66666666667,0.0,-3.0,0.0,1.66666666667,0.0,-1.0,0.0,3.5,0.0,0.0,0.0
"(448, 0)",4240,0.5,-3.2,0.0,1.2,0.2,-4.33333333333,0.0,0.6,0.0,-1.66666666667,0.0,2.2,0.0,-0.666666666667,0.0,4.0,0.0,0.2,0.0
"(1296, 4)",49,0.2,-1.5,0.0,1.0,0.0,-0.25,0.0,-1.0,0.0,-0.5,0.0,1.0,0.0,-0.75,0.0,-2.75,0.0,0.25,0.0
"(711, 1)",1465,0.6,1.28571428571,0.0,2.28571428571,0.0,-2.0,0.5,0.571428571429,0.0,-5.0,0.0,3.28571428571,0.0,1.0,0.0,1.5,0.5,0.285714285714,0.0
"(880, 3)",11607,0.6,-2.4,0.2,-1.6,0.2,-1.5,0.0,-0.4,0.2,-2.0,0.0,-0.8,0.2,-0.5,0.0,-3.0,0.0,0.666666666667,0.4
"(1143, 2)",12847,0.75,-1.8,0.4,-1.2,0.0,4.0,0.0,-1.6,0.2,-5.0,0.0,0.0,0.2,-4.0,0.0,4.0,0.0,0.25,0.2
"(23, 3)",4215,0.5,-2.8,0.2,1.4,0.2,1.66666666667,0.0,2.8,0.2,-3.33333333333,0.0,1.8,0.2,2.66666666667,0.0,4.0,0.0,0.0,0.2
"(1365, 4)",8978,0.428571428571,-2.42857142857,0.0,3.0,0.0,-1.75,0.0,3.14285714286,0.0,-1.25,0.0,1.85714285714,0.142857142857,-2.25,0.0,4.0,0.0,0.0,0.142857142857
"(192, 5)",7322,0.0,-3.4,0.0,-1.2,0.0,0.6,0.0,-1.6,0.0,0.6,0.0,-1.2,0.0,0.0,0.0,2.2,0.0,0.2,0.0
"(501, 5)",8205,0.8,-0.4,0.2,1.4,0.2,-1.0,0.0,1.6,0.2,-3.0,0.0,1.4,0.2,0.0,0.0,4.0,0.0,0.0,0.4
"(430, 3)",9565,0.4,-3.16666666667,0.166666666667,0.833333333333,0.333333333333,1.0,0.0,1.0,0.0,0.0,0.0,1.16666666667,0.0,-0.333333333333,0.0,2.66666666667,0.0,0.0,0.166666666667
"(677, 2)",6737,0.0,-3.42857142857,0.0,-1.42857142857,0.0,0.0,0.0,-1.57142857143,0.0,1.75,0.0,-1.28571428571,0.0,-4.0,0.0,0.5,0.0,0.142857142857,0.0
"(1307, 2)",6811,0.285714285714,-2.0,0.0,2.0,0.0,0.4,0.0,-0.4,0.0,-2.8,0.0,1.8,0.0,0.2,0.0,1.0,0.0,0.0,0.0
"(862, 6)",8753,0.666666666667,-0.5,0.333333333333,0.166666666667,0.166666666667,-3.5,0.0,-0.166666666667,0.166666666667,0.5,0.0,0.666666666667,0.166666666667,-3.5,0.0,3.5,0.0,0.6,0.166666666667
"(60, 4)",11117,0.666666666667,0.166666666667,0.666666666667,1.33333333333,0.333333333333,1.5,0.0,-0.833333333333,0.333333333333,0.5,0.0,1.16666666667,0.166666666667,-1.0,0.0,0.0,0.0,0.5,0.333333333333
"(245, 0)",14196,0.5,0.333333333333,0.0,1.0,0.166666666667,3.0,0.333333333333,2.33333333333,0.0,-3.0,0.333333333333,1.33333333333,0.0,1.0,0.333333333333,-1.33333333333,0.333333333333,0.2,0.166666666667
"(1078, 4)",7480,0.4,-0.8,0.0,3.6,0.0,3.33333333333,0.0,0.4,0.0,-2.33333333333,0.0,3.4,0.0,-2.66666666667,0.0,-3.0,0.0,0.0,0.0
"(174, 4)",3169,0.285714285714,0.2,0.2,2.2,0.0,-2.6,0.0,-1.8,0.0,-1.2,0.0,2.8,0.2,-3.0,0.0,-2.0,0.0,0.0,0.0
"(396, 6)",3414,0.857142857143,-1.0,0.0,2.6,0.0,-5.0,0.0,-0.4,0.0,-5.0,0.0,2.6,0.0,-5.0,0.0,5.0,0.0,0.25,0.2
"(828, 1)",10997,0.333333333333,-2.8,0.0,1.8,0.0,-4.5,0.0,1.8,0.0,-1.5,0.0,2.0,0.0,-2.5,0.0,0.5,0.0,0.0,0.2
"(1146, 4)",6567,0.25,-0.8,0.2,-0.2,0.2,-2.33333333333,0.0,1.4,0.2,-0.666666666667,0.0,0.8,0.2,1.33333333333,0.0,0.333333333333,0.0,0.25,0.2
"(1075, 0)",4771,0.571428571429,-0.857142857143,0.142857142857,-0.142857142857,0.285714285714,-0.666666666667,0.0,0.142857142857,0.0,1.33333333333,0.0,0.142857142857,0.0,0.333333333333,0.0,1.0,0.0,0.833333333333,0.142857142857
"(211, 1)",5352,0.6,0.4,0.6,0.0,0.6,-1.5,0.0,0.6,0.6,-1.0,0.0,0.2,0.6,-2.0,0.0,1.5,0.0,0.0,0.8
"(140, 3)",6400,1.0,-0.666666666667,0.5,2.33333333333,0.166666666667,"","",2.0,0.166666666667,"","",3.0,0.166666666667,"","","","",0.0,0.166666666667
"(1411, 2)",12214,0.6,-3.42857142857,0.0,0.0,0.0,-2.5,0.0,-0.142857142857,0.0,-2.0,0.0,0.428571428571,0.0,-2.5,0.0,3.0,0.0,0.0,0.142857142857
"(1374, 5)",8816,0.857142857143,2.0,0.0,2.5,0.0,0.0,1.0,2.25,0.0,0.0,1.0,2.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0
"(794, 0)",10418,0.833333333333,-1.83333333333,0.333333333333,1.16666666667,0.333333333333,-1.0,0.0,0.0,0.333333333333,1.0,0.0,1.0,0.333333333333,2.0,0.0,-4.0,0.0,0.2,0.166666666667
"(979, 4)",9225,0.5,1.83333333333,0.166666666667,2.16666666667,0.166666666667,1.33333333333,0.0,0.5,0.166666666667,-0.333333333333,0.0,2.33333333333,0.166666666667,-1.66666666667,0.0,1.0,0.0,0.0,0.333333333333
"(1041, 1)",962,0.0,-3.5,0.0,0.166666666667,0.0,-0.428571428571,0.0,0.666666666667,0.166666666667,-2.85714285714,0.0,1.16666666667,0.0,-0.428571428571,0.0,1.71428571429,0.0,0.0,0.0
"(177, 2)",14057,0.4,-3.8,0.0,-0.2,0.0,0.666666666667,0.0,2.6,0.0,-2.33333333333,0.0,0.2,0.0,-4.33333333333,0.0,4.0,0.0,0.2,0.0
"(291, 6)",4296,0.4,-1.8,0.0,0.6,0.0,1.0,0.0,2.4,0.0,-0.666666666667,0.0,0.8,0.0,-2.33333333333,0.333333333333,-0.333333333333,0.0,0.0,0.0
"(847, 5)",5344,0.833333333333,0.166666666667,0.166666666667,1.5,0.166666666667,-1.0,0.0,0.333333333333,0.166666666667,1.0,0.0,1.83333333333,0.166666666667,-2.0,0.0,-2.0,0.0,0.0,0.333333333333
"(945, 5)",11168,0.166666666667,-1.0,0.2,0.6,0.2,-2.6,0.0,0.2,0.2,0.4,0.0,1.4,0.2,-3.6,0.0,-3.4,0.0,0.0,0.2
"(1279, 6)",13005,0.5,-2.57142857143,0.142857142857,-0.714285714286,0.142857142857,-1.0,0.0,-0.428571428571,0.142857142857,-2.33333333333,0.0,-0.857142857143,0.142857142857,-1.33333333333,0.0,0.333333333333,0.0,0.571428571429,0.0
"(1192, 2)",760,0.333333333333,-1.66666666667,0.333333333333,0.833333333333,0.333333333333,1.75,0.0,0.666666666667,0.333333333333,-2.25,0.25,1.0,0.333333333333,3.25,0.0,2.75,0.0,0.0,0.333333333333
"(328, 1)",14,0.8,-1.6,0.4,-0.2,0.4,3.0,0.0,-0.6,0.0,2.0,0.0,0.4,0.2,2.0,0.0,-2.0,0.0,0.0,0.0
"(591, 0)",6821,0.333333333333,-2.0,0.2,-0.2,0.0,-3.0,0.0,-1.4,0.0,1.0,0.0,-0.4,0.2,-2.5,0.0,0.25,0.0,0.4,0.0
"(760, 4)",7011,0.833333333333,-0.5,0.833333333333,0.5,0.666666666667,0.0,1.0,-0.333333333333,0.833333333333,0.0,1.0,0.166666666667,0.666666666667,3.0,0.0,-4.0,0.0,1.0,0.833333333333
"(813, 6)",13254,0.2,-4.2,0.0,-2.2,0.0,-3.25,0.0,-0.6,0.0,0.75,0.0,-1.8,0.0,-2.0,0.0,1.25,0.0,0.6,0.0
"(998, 2)",11293,0.333333333333,-3.16666666667,0.0,-2.83333333333,0.0,-1.5,0.0,1.66666666667,0.0,-1.0,0.0,-2.0,0.0,-1.25,0.0,-1.0,0.0,0.5,0.0
"(927, 2)",11843,0.333333333333,-2.2,0.0,-1.6,0.0,-2.5,0.0,-0.2,0.0,-2.0,0.0,-1.0,0.0,-3.5,0.0,2.5,0.0,0.4,0.0
"(1245, 3)",5026,0.4,-2.0,0.0,0.0,0.0,0.666666666667,0.0,0.5,0.0,0.666666666667,0.0,0.333333333333,0.0,-1.33333333333,0.0,3.0,0.0,0.333333333333,0.0
"(72, 6)",13578,0.166666666667,-4.2,0.0,1.8,0.0,-1.2,0.0,0.4,0.0,-1.0,0.0,1.8,0.0,-1.8,0.0,-1.8,0.0,0.0,0.0
"(381, 4)",5059,0.5,0.5,0.166666666667,-0.5,0.166666666667,-3.0,0.0,0.166666666667,0.166666666667,-2.66666666667,0.0,-0.166666666667,0.166666666667,-1.66666666667,0.0,-3.33333333333,0.0,0.333333333333,0.0
"(310, 0)",10898,0.8,-0.666666666667,0.0,0.333333333333,0.0,1.0,0.0,0.833333333333,0.0,-1.0,0.0,0.833333333333,0.0,-1.0,0.0,1.0,0.0,0.0,0.166666666667
"(557, 1)",7108,0.4,-1.5,0.166666666667,-1.16666666667,0.166666666667,-2.66666666667,0.0,0.166666666667,0.166666666667,-3.33333333333,0.0,-0.666666666667,0.166666666667,2.33333333333,0.0,0.0,0.0,0.4,0.166666666667
"(964, 5)",864,0.333333333333,-2.2,0.2,-3.6,0.0,-0.25,0.0,-0.8,0.6,2.5,0.0,-3.4,0.2,-2.75,0.0,0.25,0.0,0.4,0.0
"(54, 5)",13288,0.6,-0.666666666667,0.333333333333,0.333333333333,0.166666666667,0.0,0.0,-1.16666666667,0.166666666667,1.0,0.0,0.0,0.166666666667,-1.5,0.0,1.5,0.0,0.0,0.5
"(1396, 0)",2853,0.142857142857,-2.85714285714,0.0,0.142857142857,0.0,-0.333333333333,0.0,2.14285714286,0.0,-2.16666666667,0.0,0.142857142857,0.0,-2.83333333333,0.0,2.33333333333,0.0,0.142857142857,0.0
"(594, 6)",3223,0.333333333333,-2.33333333333,0.0,1.33333333333,0.0,-2.5,0.0,0.833333333333,0.0,-0.5,0.0,1.83333333333,0.0,-0.75,0.0,4.25,0.0,0.2,0.166666666667
"(708, 2)",11524,0.6,-2.28571428571,0.142857142857,0.857142857143,0.0,1.5,0.0,-2.14285714286,0.0,-3.0,0.0,0.0,0.142857142857,-3.0,0.0,3.0,0.0,0.285714285714,0.0
"(930, 4)",4338,0.0,-2.2,0.0,-1.8,0.0,-0.2,0.0,-1.2,0.0,3.2,0.0,0.6,0.0,-4.2,0.0,2.6,0.2,0.2,0.0
"(91, 0)",8934,0.4,0.166666666667,0.666666666667,0.166666666667,0.666666666667,1.33333333333,0.333333333333,-1.0,0.666666666667,-0.666666666667,0.666666666667,0.5,0.666666666667,-3.0,0.333333333333,-2.66666666667,0.333333333333,0.666666666667,0.5
"(1362, 3)",13631,0.4,-0.857142857143,0.142857142857,0.285714285714,0.0,-2.0,0.0,1.71428571429,0.142857142857,2.0,0.0,0.714285714286,0.0,-2.66666666667,0.0,-1.0,0.0,0.0,0.0
"(498, 2)",12284,0.333333333333,-3.2,0.0,-1.0,0.0,-2.75,0.0,0.2,0.0,2.0,0.0,-0.4,0.2,-2.5,0.0,1.5,0.0,0.2,0.0
"(427, 2)",3685,0.666666666667,-1.4,0.4,0.2,0.2,0.0,0.5,1.6,0.2,1.0,0.0,-0.2,0.4,-2.0,0.0,-2.0,0.0,0.333333333333,0.4
"(745, 3)",13009,0.333333333333,-4.0,0.0,3.6,0.0,2.25,0.0,-0.8,0.0,-2.75,0.0,3.4,0.0,-1.0,0.0,-2.25,0.0,0.2,0.0
"(674, 1)",13586,0.8,1.83333333333,0.333333333333,1.16666666667,0.333333333333,5.0,0.0,0.333333333333,0.166666666667,-5.0,0.0,1.16666666667,0.166666666667,5.0,0.0,5.0,0.0,0.0,0.166666666667
"(57, 1)",2960,0.166666666667,-2.8,0.2,-0.2,0.2,1.6,0.0,2.2,0.2,-0.2,0.0,0.2,0.2,-1.0,0.0,-1.0,0.0,0.0,0.4
"(727, 4)",3172,0.6,-1.66666666667,0.166666666667,0.5,0.166666666667,-1.5,0.0,2.33333333333,0.166666666667,1.5,0.0,1.0,0.166666666667,0.0,0.0,2.0,0.0,0.0,0.5
"(640, 0)",9597,0.6,-0.4,0.8,0.4,0.4,-1.5,0.0,0.2,0.4,1.0,0.5,0.4,0.4,-1.0,0.0,-4.5,0.0,0.0,0.2
"(825, 4)",3819,0.333333333333,-1.0,0.4,0.6,0.2,3.0,0.0,0.0,0.2,-3.0,0.0,0.8,0.2,-3.0,0.0,-2.0,0.0,0.0,0.4
"(39, 6)",11430,0.333333333333,-1.8,0.2,0.6,0.2,-0.25,0.25,-0.8,0.2,-3.0,0.0,1.0,0.2,0.75,0.0,-1.25,0.0,0.0,0.2
"(1128, 0)",11523,0.666666666667,-1.0,0.2,2.0,0.2,2.5,0.5,-3.0,0.0,-0.5,0.5,2.8,0.0,-2.5,0.0,2.0,0.5,0.0,0.2
"(208, 2)",9581,1.0,0.6,0.4,0.4,0.2,"","",-1.2,0.4,"","",1.0,0.2,"","","","",0.333333333333,0.4
"(1408, 5)",1493,0.6,-1.28571428571,0.0,-0.857142857143,0.142857142857,0.0,0.0,-0.428571428571,0.0,4.5,0.0,-0.714285714286,0.142857142857,-5.0,0.0,-4.0,0.0,0.25,0.428571428571
"(693, 5)",14079,0.2,-2.28571428571,0.0,-1.57142857143,0.0,-2.0,0.0,-2.0,0.0,-1.75,0.0,-0.714285714286,0.0,-4.75,0.0,2.25,0.0,0.0,0.0
"(1094, 5)",11529,0.6,-1.28571428571,0.0,1.0,0.0,1.5,0.0,0.285714285714,0.0,-4.0,0.0,2.0,0.0,-3.0,0.0,1.0,0.0,0.428571428571,0.0
"(878, 3)",7665,1.0,1.6,0.0,2.0,0.2,"","",0.4,0.0,"","",2.0,0.2,"","","","",0.25,0.2
"(1125, 2)",11381,1.0,0.285714285714,0.428571428571,1.57142857143,0.285714285714,"","",-1.85714285714,0.142857142857,"","",0.0,0.142857142857,"","","","",0.333333333333,0.142857142857
"(5, 3)",10061,0.8,1.0,0.166666666667,1.83333333333,0.166666666667,-1.0,0.0,2.0,0.333333333333,1.0,0.0,1.83333333333,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.166666666667
"(190, 1)",5620,1.0,1.4,0.2,2.4,0.2,"","",2.0,0.0,"","",2.2,0.0,"","","","",0.25,0.2
"(622, 4)",12025,1.0,1.83333333333,0.333333333333,2.16666666667,0.166666666667,"","",2.16666666667,0.166666666667,"","",2.5,0.166666666667,"","","","",0.0,0.333333333333
"(844, 6)",3462,0.4,-3.14285714286,0.0,-2.71428571429,0.0,-2.33333333333,0.0,-0.428571428571,0.0,-2.0,0.0,-1.71428571429,0.0,-1.66666666667,0.0,0.666666666667,0.0,0.142857142857,0.0
"(1276, 1)",12674,0.833333333333,0.0,0.0,3.0,0.0,-4.0,0.0,2.42857142857,0.142857142857,1.0,0.0,0.857142857143,0.142857142857,-3.0,0.0,1.0,0.0,0.0,0.285714285714
"(156, 0)",14474,0.571428571429,-0.8,0.4,-0.6,0.4,-0.666666666667,0.0,-1.6,0.2,0.666666666667,0.333333333333,0.0,0.2,0.0,0.0,-3.66666666667,0.0,0.666666666667,0.4
"(1427, 1)",5620,0.4,-1.14285714286,0.0,-1.57142857143,0.0,0.0,0.0,0.428571428571,0.0,-2.0,0.0,-1.0,0.0,-0.666666666667,0.0,1.33333333333,0.0,0.285714285714,0.0
"(588, 3)",3608,0.6,-1.16666666667,0.5,1.0,0.166666666667,1.5,0.5,3.33333333333,0.166666666667,-1.5,0.0,1.33333333333,0.0,4.5,0.0,0.0,0.0,0.166666666667,0.0
"(810, 5)",10372,0.6,-2.4,0.0,-0.6,0.0,-4.5,0.0,2.0,0.0,-4.5,0.0,-0.8,0.0,-1.5,0.0,4.5,0.0,0.4,0.0
"(995, 3)",3321,0.4,-2.4,0.0,0.4,0.0,-1.66666666667,0.0,-0.8,0.0,-2.66666666667,0.0,1.4,0.0,-0.333333333333,0.0,2.33333333333,0.0,0.0,0.0
"(1242, 0)",4779,0.5,-3.5,0.0,-1.0,0.0,-2.33333333333,0.0,2.5,0.0,0.666666666667,0.0,-2.5,0.0,-4.0,0.0,3.0,0.0,1.0,0.0
"(378, 3)",8926,0.166666666667,-3.8,0.0,0.6,0.0,-1.6,0.0,-1.8,0.0,2.6,0.0,1.4,0.0,-2.8,0.2,0.4,0.0,0.0,0.0
"(1384, 3)",760,0.285714285714,-3.8,0.0,0.6,0.0,0.8,0.0,-0.6,0.0,1.6,0.0,0.6,0.0,-3.6,0.0,-3.4,0.0,0.0,0.0
